phrases,tagged_phrases,Tags,POS_TAGS_OF_PHRASE,dummy_labels
the requirements,the dt requirements nns,DT NNS,<DT><NNS>,1
the resistance,the dt resistance nn,DT NN,<DT><NN>,1
the respective,the dt respective nn,DT NN,<DT><NN>,1
the rest,the dt rest nn,DT NN,<DT><NN>,1
the restriction,the dt restriction nn,DT NN,<DT><NN>,1
the results,the dt results nns,DT NNS,<DT><NNS>,1
the rig,the dt rig nn,DT NN,<DT><NN>,1
the right,the dt right nn,DT NN,<DT><NN>,1
the rigs,the dt rigs nns,DT NNS,<DT><NNS>,1
the riser,the dt riser nn,DT NN,<DT><NN>,1
the risk,the dt risk nn,DT NN,<DT><NN>,1
the rms,the dt rms nns,DT NNS,<DT><NNS>,1
the room,the dt room nn,DT NN,<DT><NN>,1
the rotary,the dt rotary nn,DT NN,<DT><NN>,1
the rtd,the dt rtd nn,DT NN,<DT><NN>,1
the rtds,the dt rtds nn,DT NN,<DT><NN>,1
the rubber,the dt rubber nn,DT NN,<DT><NN>,1
the run,the dt run nn,DT NN,<DT><NN>,1
the running,the dt running nn,DT NN,<DT><NN>,1
the rust,the dt rust nn,DT NN,<DT><NN>,1
the s,the dt s nn,DT NN,<DT><NN>,1
the same,the dt same jj,DT JJ,<DT><JJ>,1
the screen,the dt screen nn,DT NN,<DT><NN>,1
the seals,the dt seals nns,DT NNS,<DT><NNS>,1
the second,the dt second jj,DT JJ,<DT><JJ>,1
the sensor,the dt sensor nn,DT NN,<DT><NN>,1
the shaft,the dt shaft nn,DT NN,<DT><NN>,1
the ship,the dt ship nn,DT NN,<DT><NN>,1
the shop,the dt shop nn,DT NN,<DT><NN>,1
the side,the dt side nn,DT NN,<DT><NN>,1
the signal,the dt signal nn,DT NN,<DT><NN>,1
the size,the dt size nn,DT NN,<DT><NN>,1
the skid,the dt skid nn,DT NN,<DT><NN>,1
the software,the dt software nn,DT NN,<DT><NN>,1
the space,the dt space nn,DT NN,<DT><NN>,1
the spare,the dt spare nn,DT NN,<DT><NN>,1
the speed,the dt speed nn,DT NN,<DT><NN>,1
the stand,the dt stand nn,DT NN,<DT><NN>,1
the standpipe,the dt standpipe nn,DT NN,<DT><NN>,1
the stariner,the dt stariner nn,DT NN,<DT><NN>,1
the start,the dt start nn,DT NN,<DT><NN>,1
the stator,the dt stator nn,DT NN,<DT><NN>,1
the steps,the dt steps nns,DT NNS,<DT><NNS>,1
the store,the dt store nn,DT NN,<DT><NN>,1
the stroke,the dt stroke nn,DT NN,<DT><NN>,1
the strokes,the dt strokes nns,DT NNS,<DT><NNS>,1
the supply,the dt supply nn,DT NN,<DT><NN>,1
the surface,the dt surface nn,DT NN,<DT><NN>,1
the switch,the dt switch nn,DT NN,<DT><NN>,1
the swivels,the dt swivels nns,DT NNS,<DT><NNS>,1
the system,the dt system nn,DT NN,<DT><NN>,1
the t,the dt t nn,DT NN,<DT><NN>,1
the tag,the dt tag nn,DT NN,<DT><NN>,1
the tags,the dt tags nn,DT NN,<DT><NN>,1
the tapped,the dt tapped nn,DT NN,<DT><NN>,1
the target,the dt target nn,DT NN,<DT><NN>,1
the task,the dt task nn,DT NN,<DT><NN>,1
the tasks,the dt tasks nns,DT NNS,<DT><NNS>,1
the tco,the dt tco nn,DT NN,<DT><NN>,1
the temperature,the dt temperature nn,DT NN,<DT><NN>,1
the temperatures,the dt temperatures nns,DT NNS,<DT><NNS>,1
the terminal,the dt terminal nn,DT NN,<DT><NN>,1
the terminals,the dt terminals nns,DT NNS,<DT><NNS>,1
the test,the dt test nn,DT NN,<DT><NN>,1
the thermometer,the dt thermometer nn,DT NN,<DT><NN>,1
the third,the dt third jj,DT JJ,<DT><JJ>,1
the threads,the dt threads nns,DT NNS,<DT><NNS>,1
the thruster,the dt thruster nn,DT NN,<DT><NN>,1
the time,the dt time nn,DT NN,<DT><NN>,1
the titan,the dt titan nn,DT NN,<DT><NN>,1
the toolpusher,the dt toolpusher nn,DT NN,<DT><NN>,1
the tools,the dt tools nns,DT NNS,<DT><NNS>,1
the top,the dt top jj,DT JJ,<DT><JJ>,1
the topside,the dt topside nn,DT NN,<DT><NN>,1
the torque,the dt torque nn,DT NN,<DT><NN>,1
the tray,the dt tray nn,DT NN,<DT><NN>,1
the tripped,the dt tripped nn,DT NN,<DT><NN>,1
the unit,the dt unit nn,DT NN,<DT><NN>,1
the units,the dt units nns,DT NNS,<DT><NNS>,1
the update,the dt update nn,DT NN,<DT><NN>,1
the use,the dt use nn,DT NN,<DT><NN>,1
the vent,the dt vent nn,DT NN,<DT><NN>,1
the vessel,the dt vessel nn,DT NN,<DT><NN>,1
the vfd,the dt vfd nn,DT NN,<DT><NN>,1
the vfds,the dt vfds nn,DT NN,<DT><NN>,1
the vibration,the dt vibration nn,DT NN,<DT><NN>,1
the voyage,the dt voyage nn,DT NN,<DT><NN>,1
the warm,the dt warm nn,DT NN,<DT><NN>,1
the water,the dt water nn,DT NN,<DT><NN>,1
the way,the dt way nn,DT NN,<DT><NN>,1
the well,the dt well nn,DT NN,<DT><NN>,1
the whole,the dt whole nn,DT NN,<DT><NN>,1
the winding,the dt winding nn,DT NN,<DT><NN>,1
the windings,the dt windings nns,DT NNS,<DT><NNS>,1
the window,the dt window nn,DT NN,<DT><NN>,1
the wires,the dt wires nns,DT NNS,<DT><NNS>,1
the wiring,the dt wiring nn,DT NN,<DT><NN>,1
the work,the dt work nn,DT NN,<DT><NN>,1
the worknotes,the dt worknotes nns,DT NNS,<DT><NNS>,1
the workshop,the dt workshop nn,DT NN,<DT><NN>,1
the year,the dt year nn,DT NN,<DT><NN>,1
the yearly,the dt yearly jj,DT JJ,<DT><JJ>,1
the yellow,the dt yellow nn,DT NN,<DT><NN>,1
the yr,the dt yr nn,DT NN,<DT><NN>,1
then compared,then rb compared vbn,RB VBN,<RB><VBN>,1
thermal,thermal nn,NN,<NN>,1
thermistors disconnected,thermistors nns disconnected vbd,NNS VBD,<NNS><VBD>,1
thermometer noted,thermometer nn noted vbd,NN VBD,<NN><VBD>,1
these areas,these dt areas nns,DT NNS,<DT><NNS>,1
these belts,these dt belts nns,DT NNS,<DT><NNS>,1
these blowers,these dt blowers nns,DT NNS,<DT><NNS>,1
these checks,these dt checks nns,DT NNS,<DT><NNS>,1
these drives,these dt drives nns,DT NNS,<DT><NNS>,1
these holes,these dt holes nns,DT NNS,<DT><NNS>,1
these levels,these dt levels nns,DT NNS,<DT><NNS>,1
these models,these dt models nns,DT NNS,<DT><NNS>,1
these moto,these dt moto nn,DT NN,<DT><NN>,1
these motors,these dt motors nns,DT NNS,<DT><NNS>,1
these parameters,these dt parameters nns,DT NNS,<DT><NNS>,1
these particles,these dt particles nns,DT NNS,<DT><NNS>,1
these parts,these dt parts nns,DT NNS,<DT><NNS>,1
these procedures,these dt procedures nns,DT NNS,<DT><NNS>,1
these pump,these dt pump nn,DT NN,<DT><NN>,1
these pumps,these dt pumps nns,DT NNS,<DT><NNS>,1
these readings,these dt readings nns,DT NNS,<DT><NNS>,1
these steps,these dt steps nns,DT NNS,<DT><NNS>,1
these systems,these dt systems nns,DT NNS,<DT><NNS>,1
these task,these dt task nn,DT NN,<DT><NN>,1
these tasks,these dt tasks nns,DT NNS,<DT><NNS>,1
these units,these dt units nns,DT NNS,<DT><NNS>,1
these were,these dt were vbd,DT VBD,<DT><VBD>,1
theye were,theye nns were vbd,NNS VBD,<NNS><VBD>,1
third,third jj,JJ,<JJ>,1
this ac,this dt ac nn,DT NN,<DT><NN>,1
this alarm,this dt alarm nn,DT NN,<DT><NN>,1
this base,this dt base nn,DT NN,<DT><NN>,1
this blower,this dt blower nn,DT NN,<DT><NN>,1
this bolt,this dt bolt nn,DT NN,<DT><NN>,1
this cant,this dt cant nn,DT NN,<DT><NN>,1
this cause,this dt cause nn,DT NN,<DT><NN>,1
this data,this dt data nn,DT NN,<DT><NN>,1
this day,this dt day nn,DT NN,<DT><NN>,1
this equipment,this dt equipment nn,DT NN,<DT><NN>,1
this event,this dt event nn,DT NN,<DT><NN>,1
this i,this dt i nn,DT NN,<DT><NN>,1
this inspection,this dt inspection nn,DT NN,<DT><NN>,1
this inverter,this dt inverter nn,DT NN,<DT><NN>,1
this job,this dt job nn,DT NN,<DT><NN>,1
this louver,this dt louver nn,DT NN,<DT><NN>,1
this mcc,this dt mcc nn,DT NN,<DT><NN>,1
this mecahnics,this dt mecahnics nns,DT NNS,<DT><NNS>,1
this moment,this dt moment nn,DT NN,<DT><NN>,1
this motor,this dt motor nn,DT NN,<DT><NN>,1
this motors,this dt motors nns,DT NNS,<DT><NNS>,1
this mud,this dt mud nn,DT NN,<DT><NN>,1
this number,this dt number nn,DT NN,<DT><NN>,1
this parameter,this dt parameter nn,DT NN,<DT><NN>,1
this parameters,this dt parameters nns,DT NNS,<DT><NNS>,1
this parts,this dt parts nns,DT NNS,<DT><NNS>,1
this pm,this dt pm nn,DT NN,<DT><NN>,1
this point,this dt point nn,DT NN,<DT><NN>,1
this project,this dt project nn,DT NN,<DT><NN>,1
this proposal,this dt proposal nn,DT NN,<DT><NN>,1
this pump,this dt pump nn,DT NN,<DT><NN>,1
this remote,this dt remote nn,DT NN,<DT><NN>,1
this rig,this dt rig nn,DT NN,<DT><NN>,1
this safety,this dt safety nn,DT NN,<DT><NN>,1
this satisfactory,this dt satisfactory nn,DT NN,<DT><NN>,1
this size,this dt size nn,DT NN,<DT><NN>,1
this step,this dt step nn,DT NN,<DT><NN>,1
this system,this dt system nn,DT NN,<DT><NN>,1
this task,this dt task nn,DT NN,<DT><NN>,1
this tasks,this dt tasks nns,DT NNS,<DT><NNS>,1
this time,this dt time nn,DT NN,<DT><NN>,1
this timeno,this dt timeno nn,DT NN,<DT><NN>,1
this type,this dt type nn,DT NN,<DT><NN>,1
this unit,this dt unit nn,DT NN,<DT><NN>,1
this value,this dt value nn,DT NN,<DT><NN>,1
this vibration,this dt vibration nn,DT NN,<DT><NN>,1
this was,this dt was vbd,DT VBD,<DT><VBD>,1
thread,thread nn,NN,<NN>,1
threads are,threads nns are vbp,NNS VBP,<NNS><VBP>,1
threads cleaned,threads nns cleaned vbd,NNS VBD,<NNS><VBD>,1
threads look,threads nns look vbp,NNS VBP,<NNS><VBP>,1
threads ok,threads nns ok vbp,NNS VBP,<NNS><VBP>,1
threads were,threads nns were vbd,NNS VBD,<NNS><VBD>,1
through bolt,through in_pos bolt nn,IN NN,<IN><NN>,1
through with inspection,through in_pos with in_pos inspection nn,IN IN NN,<IN><IN><NN>,1
thru complete,thru nn complete jj,NN JJ,<NN><JJ>,1
thru completed,thru nn completed vbd,NN VBD,<NN><VBD>,1
tight,tight nn,NN,<NN>,1
tighten,tighten nns,NNS,<NNS>,1
tightened,tightened vbd,VBD,<VBD>,1
tightly mounted,tightly rb mounted vbn,RB VBN,<RB><VBN>,1
tightness,tightness nn,NN,<NN>,1
tightness of hardware,tightness nn of in_pos hardware nn,NN IN NN,<NN><IN><NN>,1
tightness on motor,tightness nn on in_pos motor nn,NN IN NN,<NN><IN><NN>,1
to abb,to to_pos abb vb,TO VB,<TO><VB>,1
to ac,to to_pos ac vb,TO VB,<TO><VB>,1
to acknowledged,to to_pos acknowledged vb,TO VB,<TO><VB>,1
to allow,to to_pos allow vb,TO VB,<TO><VB>,1
to amps,to to_pos amps vb,TO VB,<TO><VB>,1
to arrange,to to_pos arrange vb,TO VB,<TO><VB>,1
to assemble,to to_pos assemble vb,TO VB,<TO><VB>,1
to attend,to to_pos attend vb,TO VB,<TO><VB>,1
to avoid,to to_pos avoid vb,TO VB,<TO><VB>,1
to balance,to to_pos balance vb,TO VB,<TO><VB>,1
to be,to to_pos be vb,TO VB,<TO><VB>,1
to blower,to to_pos blower vb,TO VB,<TO><VB>,1
to brazil,to to_pos brazil vb,TO VB,<TO><VB>,1
to bring,to to_pos bring vb,TO VB,<TO><VB>,1
to c,to to_pos c vb,TO VB,<TO><VB>,1
to cables,to to_pos cables nns,TO NNS,<TO><NNS>,1
to carry,to to_pos carry vb,TO VB,<TO><VB>,1
to change,to to_pos change vb,TO VB,<TO><VB>,1
to check,to to_pos check vb,TO VB,<TO><VB>,1
to clean,to to_pos clean vb,TO VB,<TO><VB>,1
to close,to to_pos close vb,TO VB,<TO><VB>,1
to come,to to_pos come vb,TO VB,<TO><VB>,1
to communicate,to to_pos communicate vb,TO VB,<TO><VB>,1
to complete,to to_pos complete vb,TO VB,<TO><VB>,1
to confirm,to to_pos confirm vb,TO VB,<TO><VB>,1
to cr,to to_pos cr vb,TO VB,<TO><VB>,1
to cut,to to_pos cut vb,TO VB,<TO><VB>,1
to deck,to to_pos deck vb,TO VB,<TO><VB>,1
to dislodge,to to_pos dislodge vb,TO VB,<TO><VB>,1
to do,to to_pos do vb,TO VB,<TO><VB>,1
to dry,to to_pos dry vb,TO VB,<TO><VB>,1
to due,to to_pos due vb,TO VB,<TO><VB>,1
to earth,to to_pos earth vb,TO VB,<TO><VB>,1
to ensure,to to_pos ensure vb,TO VB,<TO><VB>,1
to establish,to to_pos establish vb,TO VB,<TO><VB>,1
to evaporate,to to_pos evaporate vb,TO VB,<TO><VB>,1
to exterior,to to_pos exterior vb,TO VB,<TO><VB>,1
to extract,to to_pos extract vb,TO VB,<TO><VB>,1
to feel,to to_pos feel vb,TO VB,<TO><VB>,1
to find,to to_pos find vb,TO VB,<TO><VB>,1
to follow,to to_pos follow vb,TO VB,<TO><VB>,1
to found,to to_pos found vb,TO VB,<TO><VB>,1
to ft,to to_pos ft vb,TO VB,<TO><VB>,1
to function,to to_pos function nn,TO NN,<TO><NN>,1
to ge,to to_pos ge vb,TO VB,<TO><VB>,1
to get,to to_pos get vb,TO VB,<TO><VB>,1
to give,to to_pos give vb,TO VB,<TO><VB>,1
to globaltech,to to_pos globaltech vb,TO VB,<TO><VB>,1
to go,to to_pos go vb,TO VB,<TO><VB>,1
to ground,to to_pos ground nn,TO NN,<TO><NN>,1
to have,to to_pos have vb,TO VB,<TO><VB>,1
to heat,to to_pos heat vb,TO VB,<TO><VB>,1
to heavy,to to_pos heavy vb,TO VB,<TO><VB>,1
to help,to to_pos help vb,TO VB,<TO><VB>,1
to hull,to to_pos hull vb,TO VB,<TO><VB>,1
to identify,to to_pos identify vb,TO VB,<TO><VB>,1
to impead,to to_pos impead vb,TO VB,<TO><VB>,1
to impeller,to to_pos impeller vb,TO VB,<TO><VB>,1
to incorrect,to to_pos incorrect vb,TO VB,<TO><VB>,1
to inspect,to to_pos inspect vb,TO VB,<TO><VB>,1
to install,to to_pos install vb,TO VB,<TO><VB>,1
to insulation,to to_pos insulation nn,TO NN,<TO><NN>,1
to interior,to to_pos interior vb,TO VB,<TO><VB>,1
to investigate,to to_pos investigate vb,TO VB,<TO><VB>,1
to iso,to to_pos iso vb,TO VB,<TO><VB>,1
to issue,to to_pos issue vb,TO VB,<TO><VB>,1
to knock,to to_pos knock vb,TO VB,<TO><VB>,1
to lack,to to_pos lack vb,TO VB,<TO><VB>,1
to lift,to to_pos lift vb,TO VB,<TO><VB>,1
to listen,to to_pos listen vb,TO VB,<TO><VB>,1
to loosen,to to_pos loosen vb,TO VB,<TO><VB>,1
to lower,to to_pos lower vb,TO VB,<TO><VB>,1
to ma,to to_pos ma vb,TO VB,<TO><VB>,1
to made,to to_pos made vb,TO VB,<TO><VB>,1
to maintain,to to_pos maintain vb,TO VB,<TO><VB>,1
to make,to to_pos make vb,TO VB,<TO><VB>,1
to monitor,to to_pos monitor vb,TO VB,<TO><VB>,1
to motor,to to_pos motor nn,TO NN,<TO><NN>,1
to motors,to to_pos motors nns,TO NNS,<TO><NNS>,1
to mp,to to_pos mp vb,TO VB,<TO><VB>,1
to mud,to to_pos mud vb,TO VB,<TO><VB>,1
to nonsealed,to to_pos nonsealed vb,TO VB,<TO><VB>,1
to note,to to_pos note vb,TO VB,<TO><VB>,1
to nov,to to_pos nov vb,TO VB,<TO><VB>,1
to oem,to to_pos oem vb,TO VB,<TO><VB>,1
to om,to to_pos om vb,TO VB,<TO><VB>,1
to open,to to_pos open vb,TO VB,<TO><VB>,1
to operate,to to_pos operate vb,TO VB,<TO><VB>,1
to outside,to to_pos outside vb,TO VB,<TO><VB>,1
to overwrite,to to_pos overwrite vb,TO VB,<TO><VB>,1
to perform,to to_pos perform vb,TO VB,<TO><VB>,1
to performed,to to_pos performed vb,TO VB,<TO><VB>,1
to pipes,to to_pos pipes vb,TO VB,<TO><VB>,1
to please,to to_pos please vb,TO VB,<TO><VB>,1
to pm,to to_pos pm vb,TO VB,<TO><VB>,1
to precise,to to_pos precise vb,TO VB,<TO><VB>,1
to prevent,to to_pos prevent vb,TO VB,<TO><VB>,1
to provide,to to_pos provide vb,TO VB,<TO><VB>,1
to psi,to to_pos psi vb,TO VB,<TO><VB>,1
to pull,to to_pos pull vb,TO VB,<TO><VB>,1
to purchase,to to_pos purchase vb,TO VB,<TO><VB>,1
to reactivation,to to_pos reactivation nn,TO NN,<TO><NN>,1
to read,to to_pos read vb,TO VB,<TO><VB>,1
to record,to to_pos record vb,TO VB,<TO><VB>,1
to reflect,to to_pos reflect vb,TO VB,<TO><VB>,1
to relevant,to to_pos relevant vb,TO VB,<TO><VB>,1
to remove,to to_pos remove vb,TO VB,<TO><VB>,1
to repair,to to_pos repair vb,TO VB,<TO><VB>,1
to replace,to to_pos replace vb,TO VB,<TO><VB>,1
to report,to to_pos report vb,TO VB,<TO><VB>,1
to request,to to_pos request vb,TO VB,<TO><VB>,1
to reset,to to_pos reset vb,TO VB,<TO><VB>,1
to rig,to to_pos rig vb,TO VB,<TO><VB>,1
to rms,to to_pos rms vb,TO VB,<TO><VB>,1
to rotate,to to_pos rotate vb,TO VB,<TO><VB>,1
to rtd,to to_pos rtd vb,TO VB,<TO><VB>,1
to rubber,to to_pos rubber vb,TO VB,<TO><VB>,1
to run,to to_pos run vb,TO VB,<TO><VB>,1
to schedule,to to_pos schedule vb,TO VB,<TO><VB>,1
to secure,to to_pos secure vb,TO VB,<TO><VB>,1
to see,to to_pos see vb,TO VB,<TO><VB>,1
to send,to to_pos send vb,TO VB,<TO><VB>,1
to set,to to_pos set vb,TO VB,<TO><VB>,1
to shaft,to to_pos shaft vb,TO VB,<TO><VB>,1
to shiftingthe,to to_pos shiftingthe vb,TO VB,<TO><VB>,1
to ship,to to_pos ship vb,TO VB,<TO><VB>,1
to show,to to_pos show vb,TO VB,<TO><VB>,1
to sign,to to_pos sign vb,TO VB,<TO><VB>,1
to spm,to to_pos spm vb,TO VB,<TO><VB>,1
to start,to to_pos start vb,TO VB,<TO><VB>,1
to suit,to to_pos suit vb,TO VB,<TO><VB>,1
to take,to to_pos take vb,TO VB,<TO><VB>,1
to terminal,to to_pos terminal vb,TO VB,<TO><VB>,1
to tfs,to to_pos tfs vb,TO VB,<TO><VB>,1
to tighten,to to_pos tighten vb,TO VB,<TO><VB>,1
to track,to to_pos track vb,TO VB,<TO><VB>,1
to troubleshoot,to to_pos troubleshoot vb,TO VB,<TO><VB>,1
to unbolt,to to_pos unbolt vb,TO VB,<TO><VB>,1
to use,to to_pos use vb,TO VB,<TO><VB>,1
to vibration,to to_pos vibration nn,TO NN,<TO><NN>,1
to weld,to to_pos weld vb,TO VB,<TO><VB>,1
to well,to to_pos well vb,TO VB,<TO><VB>,1
to wireline,to to_pos wireline vb,TO VB,<TO><VB>,1
to work,to to_pos work vb,TO VB,<TO><VB>,1
to °c,to to_pos °c vb,TO VB,<TO><VB>,1
together by mi,together rb by in_pos mi nn,RB IN NN,<RB><IN><NN>,1
toke,toke nn,NN,<NN>,1
took,took vbd,VBD,<VBD>,1
tool downloaded,tool nn downloaded vbd,NN VBD,<NN><VBD>,1
tools moved,tools nns moved vbd,NNS VBD,<NNS><VBD>,1
top,top nn,NN,<NN>,1
topping,topping vbg,VBG,<VBG>,1
torque,torque nn,NN,<NN>,1
torque checked,torque nn checked vbd,NN VBD,<NN><VBD>,1
torqued,torqued vbn,VBN,<VBN>,1
town for overhaul,town nn for in_pos overhaul nn,NN IN NN,<NN><IN><NN>,1
tp removed,tp nn removed vbd,NN VBD,<NN><VBD>,1
trace of corrosion,trace nn of in_pos corrosion nn,NN IN NN,<NN><IN><NN>,1
tracking,tracking vbg,VBG,<VBG>,1
traume,traume nn,NN,<NN>,1
tray,tray nn,NN,<NN>,1
trend past bearing,trend nn past in_pos bearing nn,NN IN NN,<NN><IN><NN>,1
tried,tried vbn,VBN,<VBN>,1
tripped,tripped nns,NNS,<NNS>,1
tripping,tripping vbg,VBG,<VBG>,1
trnasfreed,trnasfreed nn,NN,<NN>,1
troubleshooting,troubleshooting vbg,VBG,<VBG>,1
true,true jj,JJ,<JJ>,1
trying,trying vbg,VBG,<VBG>,1
tthe,tthe nn,NN,<NN>,1
tubing,tubing vbg,VBG,<VBG>,1
turned,turned vbd,VBD,<VBD>,1
type,type nn,NN,<NN>,1
type of oil,type nn of in_pos oil nn,NN IN NN,<NN><IN><NN>,1
u,u nn,NN,<NN>,1
unable,unable jj,JJ,<JJ>,1
undamaged,undamaged jj,JJ,<JJ>,1
under correct,under in_pos correct nn,IN NN,<IN><NN>,1
under extreme,under in_pos extreme nn,IN NN,<IN><NN>,1
under hatch,under in_pos hatch nn,IN NN,<IN><NN>,1
under mike,under in_pos mike nn,IN NN,<IN><NN>,1
under tag,under in_pos tag nn,IN NN,<IN><NN>,1
unit for dirt,unit nn for in_pos dirt nn,NN IN NN,<NN><IN><NN>,1
unit observed,unit nn observed vbd,NN VBD,<NN><VBD>,1
units attachec,units nns attachec vbp,NNS VBP,<NNS><VBP>,1
units need,units nns need vbp,NNS VBP,<NNS><VBP>,1
until final,until in_pos final jj,IN JJ,<IN><JJ>,1
unwired,unwired jj,JJ,<JJ>,1
up checked,up rb checked vbn,RB VBN,<RB><VBN>,1
up of mud,up in_pos of in_pos mud nn,IN IN NN,<IN><IN><NN>,1
up prevent,up rb prevent nn,RB NN,<RB><NN>,1
up terminal,up in_pos terminal nn,IN NN,<IN><NN>,1
updated,updated vbn,VBN,<VBN>,1
uploaded,uploaded jj,JJ,<JJ>,1
upon further,upon in_pos further jj,IN JJ,<IN><JJ>,1
upon initial,upon in_pos initial jj,IN JJ,<IN><JJ>,1
upon inspection,upon in_pos inspection nn,IN NN,<IN><NN>,1
upon reactivation,upon in_pos reactivation nn,IN NN,<IN><NN>,1
upon visual,upon in_pos visual jj,IN JJ,<IN><JJ>,1
used,used vbn,VBN,<VBN>,1
using,using vbg,VBG,<VBG>,1
v for minute,v nn for in_pos minute nn,NN IN NN,<NN><IN><NN>,1
v out p,v nn out rp p nn,NN RP NN,<NN><RP><NN>,1
value after min,value nn after in_pos min nn,NN IN NN,<NN><IN><NN>,1
value was,value nn was vbd,NN VBD,<NN><VBD>,1
valves greased,valves nns greased vbd,NNS VBD,<NNS><VBD>,1
valves was,valves nns was vbd,NNS VBD,<NNS><VBD>,1
valves were,valves nns were vbd,NNS VBD,<NNS><VBD>,1
varghese,varghese jj,JJ,<JJ>,1
vendor for analysis,vendor nn for in_pos analysis nn,NN IN NN,<NN><IN><NN>,1
vent for damage,vent nn for in_pos damage nn,NN IN NN,<NN><IN><NN>,1
vents are,vents nns are vbp,NNS VBP,<NNS><VBP>,1
verified,verified vbn,VBN,<VBN>,1
verifying,verifying vbg,VBG,<VBG>,1
very clean,very rb clean jj,RB JJ,<RB><JJ>,1
very ggod,very rb ggod jj,RB JJ,<RB><JJ>,1
very good,very rb good jj,RB JJ,<RB><JJ>,1
very little,very rb little jj,RB JJ,<RB><JJ>,1
very low,very rb low jj,RB JJ,<RB><JJ>,1
very minimal,very rb minimal jj,RB JJ,<RB><JJ>,1
very similar,very rb similar jj,RB JJ,<RB><JJ>,1
vfd disconnected,vfd nn disconnected vbd,NN VBD,<NN><VBD>,1
vfd from motor,vfd nn from in_pos motor nn,NN IN NN,<NN><IN><NN>,1
vfds to tripped,vfds nn to to_pos tripped vb,NN TO VB,<NN><TO><VB>,1
vibarations noted,vibarations nns noted vbd,NNS VBD,<NNS><VBD>,1
vibrating,vibrating vbg,VBG,<VBG>,1
vibration checked,vibration nn checked vbd,NN VBD,<NN><VBD>,1
vibration felt,vibration nn felt vbd,NN VBD,<NN><VBD>,1
vibration found,vibration nn found vbd,NN VBD,<NN><VBD>,1
vibration leakschecked,vibration nn leakschecked vbd,NN VBD,<NN><VBD>,1
vibration on mud,vibration nn on in_pos mud nn,NN IN NN,<NN><IN><NN>,1
vibration was,vibration nn was vbd,NN VBD,<NN><VBD>,1
vibration with vibration,vibration nn with in_pos vibration nn,NN IN NN,<NN><IN><NN>,1
vibrations checked,vibrations nns checked vbd,NNS VBD,<NNS><VBD>,1
vibrations closed,vibrations nns closed vbd,NNS VBD,<NNS><VBD>,1
vibrations examined,vibrations nns examined vbd,NNS VBD,<NNS><VBD>,1
vibrations feel,vibrations nns feel vbp,NNS VBP,<NNS><VBP>,1
vibrations felt,vibrations nns felt vbd,NNS VBD,<NNS><VBD>,1
vibrations found,vibrations nns found vbd,NNS VBD,<NNS><VBD>,1
vibrations inspected,vibrations nns inspected vbd,NNS VBD,<NNS><VBD>,1
vibrations noted,vibrations nns noted vbd,NNS VBD,<NNS><VBD>,1
vibrations notedclose,vibrations nns notedclose vbp,NNS VBP,<NNS><VBP>,1
vibrations observed,vibrations nns observed vbd,NNS VBD,<NNS><VBD>,1
vibrations recorded,vibrations nns recorded vbd,NNS VBD,<NNS><VBD>,1
vibrations took,vibrations nns took vbd,NNS VBD,<NNS><VBD>,1
vibrations were,vibrations nns were vbd,NNS VBD,<NNS><VBD>,1
vincent connected,vincent nn connected vbd,NN VBD,<NN><VBD>,1
visible,visible jj,JJ,<JJ>,1
visual,visual jj,JJ,<JJ>,1
visualized,visualized vbn,VBN,<VBN>,1
visualized examined,visualized vbn examined vbd,VBN VBD,<VBN><VBD>,1
visually checked,visually rb checked vbn,RB VBN,<RB><VBN>,1
