phrases,tagged_phrases,Tags,POS_TAGS_OF_PHRASE
the hp,the dt hp nn,DT NN,<DT><NN>
the hub,the dt hub nn,DT NN,<DT><NN>
the ibop,the dt ibop nn,DT NN,<DT><NN>
the id,the dt id nn,DT NN,<DT><NN>
the impeller,the dt impeller nn,DT NN,<DT><NN>
the impellers,the dt impellers nns,DT NNS,<DT><NNS>
the impellor,the dt impellor nn,DT NN,<DT><NN>
the impellors,the dt impellors nns,DT NNS,<DT><NNS>
the impller,the dt impller nn,DT NN,<DT><NN>
the imppler,the dt imppler nn,DT NN,<DT><NN>
the incorrect,the dt incorrect nn,DT NN,<DT><NN>
the indicator,the dt indicator nn,DT NN,<DT><NN>
the initial,the dt initial jj,DT JJ,<DT><JJ>
the inlet,the dt inlet nn,DT NN,<DT><NN>
the inputs,the dt inputs nns,DT NNS,<DT><NNS>
the inside,the dt inside nn,DT NN,<DT><NN>
the inspection,the dt inspection nn,DT NN,<DT><NN>
the instrumentation,the dt instrumentation nn,DT NN,<DT><NN>
the insulation,the dt insulation nn,DT NN,<DT><NN>
the interior,the dt interior nn,DT NN,<DT><NN>
the internal,the dt internal jj,DT JJ,<DT><JJ>
the intrusiveness,the dt intrusiveness nn,DT NN,<DT><NN>
the ir,the dt ir nn,DT NN,<DT><NN>
the isolation,the dt isolation nn,DT NN,<DT><NN>
the issue,the dt issue nn,DT NN,<DT><NN>
the item,the dt item nn,DT NN,<DT><NN>
the items,the dt items nns,DT NNS,<DT><NNS>
the jbox,the dt jbox nn,DT NN,<DT><NN>
the jboxes,the dt jboxes nns,DT NNS,<DT><NNS>
the job,the dt job nn,DT NN,<DT><NN>
the junction,the dt junction nn,DT NN,<DT><NN>
the lack,the dt lack nn,DT NN,<DT><NN>
the last,the dt last jj,DT JJ,<DT><JJ>
the lead,the dt lead nn,DT NN,<DT><NN>
the leads,the dt leads nns,DT NNS,<DT><NNS>
the lift,the dt lift nn,DT NN,<DT><NN>
the lifting,the dt lifting nn,DT NN,<DT><NN>
the list,the dt list nn,DT NN,<DT><NN>
the lo,the dt lo nn,DT NN,<DT><NN>
the local,the dt local jj,DT JJ,<DT><JJ>
the location,the dt location nn,DT NN,<DT><NN>
the loose,the dt loose jj,DT JJ,<DT><JJ>
the louver,the dt louver nn,DT NN,<DT><NN>
the louvers,the dt louvers nns,DT NNS,<DT><NNS>
the louvres,the dt louvres nns,DT NNS,<DT><NNS>
the low,the dt low jj,DT JJ,<DT><JJ>
the main,the dt main jj,DT JJ,<DT><JJ>
the mains,the dt mains nns,DT NNS,<DT><NNS>
the maintenance,the dt maintenance nn,DT NN,<DT><NN>
the manifold,the dt manifold nn,DT NN,<DT><NN>
the manual,the dt manual jj,DT JJ,<DT><JJ>
the manufacturers,the dt manufacturers nns,DT NNS,<DT><NNS>
the marcelo,the dt marcelo nn,DT NN,<DT><NN>
the maximum,the dt maximum nn,DT NN,<DT><NN>
the mcc,the dt mcc nn,DT NN,<DT><NN>
the meaurement,the dt meaurement nn,DT NN,<DT><NN>
the mech,the dt mech nn,DT NN,<DT><NN>
the mechanic,the dt mechanic nn,DT NN,<DT><NN>
the mechanical,the dt mechanical jj,DT JJ,<DT><JJ>
the mechanics,the dt mechanics nns,DT NNS,<DT><NNS>
the megger,the dt megger nn,DT NN,<DT><NN>
the men,the dt men nns,DT NNS,<DT><NNS>
the mge,the dt mge nn,DT NN,<DT><NN>
the min,the dt min nn,DT NN,<DT><NN>
the module,the dt module nn,DT NN,<DT><NN>
the moment,the dt moment nn,DT NN,<DT><NN>
the moonpool,the dt moonpool nn,DT NN,<DT><NN>
the motor,the dt motor nn,DT NN,<DT><NN>
the motors,the dt motors nns,DT NNS,<DT><NNS>
the motr,the dt motr nn,DT NN,<DT><NN>
the mounting,the dt mounting nn,DT NN,<DT><NN>
the mp,the dt mp nn,DT NN,<DT><NN>
the mud,the dt mud nn,DT NN,<DT><NN>
the mudpumps,the dt mudpumps nns,DT NNS,<DT><NNS>
the name,the dt name nn,DT NN,<DT><NN>
the nameplate,the dt nameplate nn,DT NN,<DT><NN>
the napro,the dt napro nn,DT NN,<DT><NN>
the nd,the dt nd nn,DT NN,<DT><NN>
the nde,the dt nde nn,DT NN,<DT><NN>
the need,the dt need nn,DT NN,<DT><NN>
the new,the dt new jj,DT JJ,<DT><JJ>
the next,the dt next jj,DT JJ,<DT><JJ>
the nitrogen,the dt nitrogen nn,DT NN,<DT><NN>
the noise,the dt noise nn,DT NN,<DT><NN>
the normal,the dt normal jj,DT JJ,<DT><JJ>
the notes,the dt notes nns,DT NNS,<DT><NNS>
the nov,the dt nov nn,DT NN,<DT><NN>
the oem,the dt oem nn,DT NN,<DT><NN>
the old,the dt old jj,DT JJ,<DT><JJ>
the open,the dt open jj,DT JJ,<DT><JJ>
the operation,the dt operation nn,DT NN,<DT><NN>
the opportunity,the dt opportunity nn,DT NN,<DT><NN>
the options,the dt options nns,DT NNS,<DT><NNS>
the original,the dt original jj,DT JJ,<DT><JJ>
the other,the dt other jj,DT JJ,<DT><JJ>
the others,the dt others nns,DT NNS,<DT><NNS>
the outside,the dt outside nn,DT NN,<DT><NN>
the overhaul,the dt overhaul nn,DT NN,<DT><NN>
the panel,the dt panel nn,DT NN,<DT><NN>
the paper,the dt paper nn,DT NN,<DT><NN>
the part,the dt part nn,DT NN,<DT><NN>
the parts,the dt parts nns,DT NNS,<DT><NNS>
the phases,the dt phases nns,DT NNS,<DT><NNS>
the pictures,the dt pictures nns,DT NNS,<DT><NNS>
the piping,the dt piping nn,DT NN,<DT><NN>
the place,the dt place nn,DT NN,<DT><NN>
the plan,the dt plan nn,DT NN,<DT><NN>
the plane,the dt plane nn,DT NN,<DT><NN>
the plate,the dt plate nn,DT NN,<DT><NN>
the plug,the dt plug nn,DT NN,<DT><NN>
the plugs,the dt plugs nn,DT NN,<DT><NN>
the pm,the dt pm nn,DT NN,<DT><NN>
the pms,the dt pms nn,DT NN,<DT><NN>
the po,the dt po nn,DT NN,<DT><NN>
the polarization,the dt polarization nn,DT NN,<DT><NN>
the pontus,the dt pontus nn,DT NN,<DT><NN>
the power,the dt power nn,DT NN,<DT><NN>
the presence,the dt presence nn,DT NN,<DT><NN>
the pressure,the dt pressure nn,DT NN,<DT><NN>
the problem,the dt problem nn,DT NN,<DT><NN>
the proper,the dt proper jj,DT JJ,<DT><JJ>
the pulley,the dt pulley nn,DT NN,<DT><NN>
the pulsation,the dt pulsation nn,DT NN,<DT><NN>
the pump,the dt pump nn,DT NN,<DT><NN>
the pumproom,the dt pumproom nn,DT NN,<DT><NN>
the pumps,the dt pumps nns,DT NNS,<DT><NNS>
the purchase,the dt purchase nn,DT NN,<DT><NN>
the purge,the dt purge nn,DT NN,<DT><NN>
the questionable,the dt questionable jj,DT JJ,<DT><JJ>
the rdco,the dt rdco nn,DT NN,<DT><NN>
the reading,the dt reading nn,DT NN,<DT><NN>
the readings,the dt readings nns,DT NNS,<DT><NNS>
the rear,the dt rear nn,DT NN,<DT><NN>
the recient,the dt recient nn,DT NN,<DT><NN>
the reference,the dt reference nn,DT NN,<DT><NN>
the referenced,the dt referenced nn,DT NN,<DT><NN>
the relief,the dt relief nn,DT NN,<DT><NN>
the remedial,the dt remedial nn,DT NN,<DT><NN>
the remote,the dt remote nn,DT NN,<DT><NN>
the removal,the dt removal nn,DT NN,<DT><NN>
the rental,the dt rental nn,DT NN,<DT><NN>
the repaired,the dt repaired nn,DT NN,<DT><NN>
the replacement,the dt replacement nn,DT NN,<DT><NN>
the report,the dt report nn,DT NN,<DT><NN>
the requirements,the dt requirements nns,DT NNS,<DT><NNS>
the resistance,the dt resistance nn,DT NN,<DT><NN>
the respective,the dt respective nn,DT NN,<DT><NN>
the rest,the dt rest nn,DT NN,<DT><NN>
the restriction,the dt restriction nn,DT NN,<DT><NN>
the results,the dt results nns,DT NNS,<DT><NNS>
the rig,the dt rig nn,DT NN,<DT><NN>
the right,the dt right nn,DT NN,<DT><NN>
the rigs,the dt rigs nns,DT NNS,<DT><NNS>
the riser,the dt riser nn,DT NN,<DT><NN>
the risk,the dt risk nn,DT NN,<DT><NN>
the rms,the dt rms nns,DT NNS,<DT><NNS>
the room,the dt room nn,DT NN,<DT><NN>
the rotary,the dt rotary nn,DT NN,<DT><NN>
the rtd,the dt rtd nn,DT NN,<DT><NN>
the rtds,the dt rtds nn,DT NN,<DT><NN>
the rubber,the dt rubber nn,DT NN,<DT><NN>
the run,the dt run nn,DT NN,<DT><NN>
the running,the dt running nn,DT NN,<DT><NN>
the rust,the dt rust nn,DT NN,<DT><NN>
the s,the dt s nn,DT NN,<DT><NN>
the same,the dt same jj,DT JJ,<DT><JJ>
the screen,the dt screen nn,DT NN,<DT><NN>
the seals,the dt seals nns,DT NNS,<DT><NNS>
the second,the dt second jj,DT JJ,<DT><JJ>
the sensor,the dt sensor nn,DT NN,<DT><NN>
the shaft,the dt shaft nn,DT NN,<DT><NN>
the ship,the dt ship nn,DT NN,<DT><NN>
the shop,the dt shop nn,DT NN,<DT><NN>
the side,the dt side nn,DT NN,<DT><NN>
the signal,the dt signal nn,DT NN,<DT><NN>
the size,the dt size nn,DT NN,<DT><NN>
the skid,the dt skid nn,DT NN,<DT><NN>
the software,the dt software nn,DT NN,<DT><NN>
the space,the dt space nn,DT NN,<DT><NN>
the spare,the dt spare nn,DT NN,<DT><NN>
the speed,the dt speed nn,DT NN,<DT><NN>
the stand,the dt stand nn,DT NN,<DT><NN>
the standpipe,the dt standpipe nn,DT NN,<DT><NN>
the stariner,the dt stariner nn,DT NN,<DT><NN>
the start,the dt start nn,DT NN,<DT><NN>
the stator,the dt stator nn,DT NN,<DT><NN>
the steps,the dt steps nns,DT NNS,<DT><NNS>
the store,the dt store nn,DT NN,<DT><NN>
the stroke,the dt stroke nn,DT NN,<DT><NN>
the strokes,the dt strokes nns,DT NNS,<DT><NNS>
the supply,the dt supply nn,DT NN,<DT><NN>
the surface,the dt surface nn,DT NN,<DT><NN>
the switch,the dt switch nn,DT NN,<DT><NN>
the swivels,the dt swivels nns,DT NNS,<DT><NNS>
the system,the dt system nn,DT NN,<DT><NN>
the t,the dt t nn,DT NN,<DT><NN>
the tag,the dt tag nn,DT NN,<DT><NN>
the tags,the dt tags nn,DT NN,<DT><NN>
the tapped,the dt tapped nn,DT NN,<DT><NN>
the target,the dt target nn,DT NN,<DT><NN>
the task,the dt task nn,DT NN,<DT><NN>
the tasks,the dt tasks nns,DT NNS,<DT><NNS>
the tco,the dt tco nn,DT NN,<DT><NN>
the temperature,the dt temperature nn,DT NN,<DT><NN>
the temperatures,the dt temperatures nns,DT NNS,<DT><NNS>
the terminal,the dt terminal nn,DT NN,<DT><NN>
the terminals,the dt terminals nns,DT NNS,<DT><NNS>
the test,the dt test nn,DT NN,<DT><NN>
the thermometer,the dt thermometer nn,DT NN,<DT><NN>
the third,the dt third jj,DT JJ,<DT><JJ>
the threads,the dt threads nns,DT NNS,<DT><NNS>
the thruster,the dt thruster nn,DT NN,<DT><NN>
the time,the dt time nn,DT NN,<DT><NN>
the titan,the dt titan nn,DT NN,<DT><NN>
the toolpusher,the dt toolpusher nn,DT NN,<DT><NN>
the tools,the dt tools nns,DT NNS,<DT><NNS>
the top,the dt top jj,DT JJ,<DT><JJ>
the topside,the dt topside nn,DT NN,<DT><NN>
the torque,the dt torque nn,DT NN,<DT><NN>
the tray,the dt tray nn,DT NN,<DT><NN>
the tripped,the dt tripped nn,DT NN,<DT><NN>
the unit,the dt unit nn,DT NN,<DT><NN>
the units,the dt units nns,DT NNS,<DT><NNS>
the update,the dt update nn,DT NN,<DT><NN>
the use,the dt use nn,DT NN,<DT><NN>
the vent,the dt vent nn,DT NN,<DT><NN>
the vessel,the dt vessel nn,DT NN,<DT><NN>
the vfd,the dt vfd nn,DT NN,<DT><NN>
the vfds,the dt vfds nn,DT NN,<DT><NN>
the vibration,the dt vibration nn,DT NN,<DT><NN>
the voyage,the dt voyage nn,DT NN,<DT><NN>
the warm,the dt warm nn,DT NN,<DT><NN>
the water,the dt water nn,DT NN,<DT><NN>
the way,the dt way nn,DT NN,<DT><NN>
the well,the dt well nn,DT NN,<DT><NN>
the whole,the dt whole nn,DT NN,<DT><NN>
the winding,the dt winding nn,DT NN,<DT><NN>
the windings,the dt windings nns,DT NNS,<DT><NNS>
the window,the dt window nn,DT NN,<DT><NN>
the wires,the dt wires nns,DT NNS,<DT><NNS>
the wiring,the dt wiring nn,DT NN,<DT><NN>
the work,the dt work nn,DT NN,<DT><NN>
the worknotes,the dt worknotes nns,DT NNS,<DT><NNS>
the workshop,the dt workshop nn,DT NN,<DT><NN>
the year,the dt year nn,DT NN,<DT><NN>
the yearly,the dt yearly jj,DT JJ,<DT><JJ>
the yellow,the dt yellow nn,DT NN,<DT><NN>
the yr,the dt yr nn,DT NN,<DT><NN>
then compared,then rb compared vbn,RB VBN,<RB><VBN>
thermal,thermal nn,NN,<NN>
thermistors disconnected,thermistors nns disconnected vbd,NNS VBD,<NNS><VBD>
thermometer noted,thermometer nn noted vbd,NN VBD,<NN><VBD>
these areas,these dt areas nns,DT NNS,<DT><NNS>
these belts,these dt belts nns,DT NNS,<DT><NNS>
these blowers,these dt blowers nns,DT NNS,<DT><NNS>
these checks,these dt checks nns,DT NNS,<DT><NNS>
these drives,these dt drives nns,DT NNS,<DT><NNS>
these holes,these dt holes nns,DT NNS,<DT><NNS>
these levels,these dt levels nns,DT NNS,<DT><NNS>
these models,these dt models nns,DT NNS,<DT><NNS>
these moto,these dt moto nn,DT NN,<DT><NN>
these motors,these dt motors nns,DT NNS,<DT><NNS>
these parameters,these dt parameters nns,DT NNS,<DT><NNS>
these particles,these dt particles nns,DT NNS,<DT><NNS>
these parts,these dt parts nns,DT NNS,<DT><NNS>
these procedures,these dt procedures nns,DT NNS,<DT><NNS>
these pump,these dt pump nn,DT NN,<DT><NN>
these pumps,these dt pumps nns,DT NNS,<DT><NNS>
these readings,these dt readings nns,DT NNS,<DT><NNS>
these steps,these dt steps nns,DT NNS,<DT><NNS>
these systems,these dt systems nns,DT NNS,<DT><NNS>
these task,these dt task nn,DT NN,<DT><NN>
these tasks,these dt tasks nns,DT NNS,<DT><NNS>
these units,these dt units nns,DT NNS,<DT><NNS>
these were,these dt were vbd,DT VBD,<DT><VBD>
theye were,theye nns were vbd,NNS VBD,<NNS><VBD>
third,third jj,JJ,<JJ>
this ac,this dt ac nn,DT NN,<DT><NN>
this alarm,this dt alarm nn,DT NN,<DT><NN>
this base,this dt base nn,DT NN,<DT><NN>
this blower,this dt blower nn,DT NN,<DT><NN>
this bolt,this dt bolt nn,DT NN,<DT><NN>
this cant,this dt cant nn,DT NN,<DT><NN>
this cause,this dt cause nn,DT NN,<DT><NN>
this data,this dt data nn,DT NN,<DT><NN>
this day,this dt day nn,DT NN,<DT><NN>
this equipment,this dt equipment nn,DT NN,<DT><NN>
this event,this dt event nn,DT NN,<DT><NN>
this i,this dt i nn,DT NN,<DT><NN>
this inspection,this dt inspection nn,DT NN,<DT><NN>
this inverter,this dt inverter nn,DT NN,<DT><NN>
this job,this dt job nn,DT NN,<DT><NN>
this louver,this dt louver nn,DT NN,<DT><NN>
this mcc,this dt mcc nn,DT NN,<DT><NN>
this mecahnics,this dt mecahnics nns,DT NNS,<DT><NNS>
this moment,this dt moment nn,DT NN,<DT><NN>
this motor,this dt motor nn,DT NN,<DT><NN>
this motors,this dt motors nns,DT NNS,<DT><NNS>
this mud,this dt mud nn,DT NN,<DT><NN>
this number,this dt number nn,DT NN,<DT><NN>
this parameter,this dt parameter nn,DT NN,<DT><NN>
this parameters,this dt parameters nns,DT NNS,<DT><NNS>
this parts,this dt parts nns,DT NNS,<DT><NNS>
this pm,this dt pm nn,DT NN,<DT><NN>
this point,this dt point nn,DT NN,<DT><NN>
this project,this dt project nn,DT NN,<DT><NN>
this proposal,this dt proposal nn,DT NN,<DT><NN>
this pump,this dt pump nn,DT NN,<DT><NN>
this remote,this dt remote nn,DT NN,<DT><NN>
this rig,this dt rig nn,DT NN,<DT><NN>
this safety,this dt safety nn,DT NN,<DT><NN>
this satisfactory,this dt satisfactory nn,DT NN,<DT><NN>
this size,this dt size nn,DT NN,<DT><NN>
this step,this dt step nn,DT NN,<DT><NN>
this system,this dt system nn,DT NN,<DT><NN>
this task,this dt task nn,DT NN,<DT><NN>
this tasks,this dt tasks nns,DT NNS,<DT><NNS>
this time,this dt time nn,DT NN,<DT><NN>
this timeno,this dt timeno nn,DT NN,<DT><NN>
this type,this dt type nn,DT NN,<DT><NN>
this unit,this dt unit nn,DT NN,<DT><NN>
this value,this dt value nn,DT NN,<DT><NN>
this vibration,this dt vibration nn,DT NN,<DT><NN>
this was,this dt was vbd,DT VBD,<DT><VBD>
thread,thread nn,NN,<NN>
threads are,threads nns are vbp,NNS VBP,<NNS><VBP>
threads cleaned,threads nns cleaned vbd,NNS VBD,<NNS><VBD>
threads look,threads nns look vbp,NNS VBP,<NNS><VBP>
threads ok,threads nns ok vbp,NNS VBP,<NNS><VBP>
threads were,threads nns were vbd,NNS VBD,<NNS><VBD>
through bolt,through in_pos bolt nn,IN NN,<IN><NN>
through with inspection,through in_pos with in_pos inspection nn,IN IN NN,<IN><IN><NN>
thru complete,thru nn complete jj,NN JJ,<NN><JJ>
thru completed,thru nn completed vbd,NN VBD,<NN><VBD>
tight,tight nn,NN,<NN>
tighten,tighten nns,NNS,<NNS>
tightened,tightened vbd,VBD,<VBD>
tightly mounted,tightly rb mounted vbn,RB VBN,<RB><VBN>
tightness,tightness nn,NN,<NN>
tightness of hardware,tightness nn of in_pos hardware nn,NN IN NN,<NN><IN><NN>
tightness on motor,tightness nn on in_pos motor nn,NN IN NN,<NN><IN><NN>
to abb,to to_pos abb vb,TO VB,<TO><VB>
to ac,to to_pos ac vb,TO VB,<TO><VB>
to acknowledged,to to_pos acknowledged vb,TO VB,<TO><VB>
to allow,to to_pos allow vb,TO VB,<TO><VB>
to amps,to to_pos amps vb,TO VB,<TO><VB>
to arrange,to to_pos arrange vb,TO VB,<TO><VB>
to assemble,to to_pos assemble vb,TO VB,<TO><VB>
to attend,to to_pos attend vb,TO VB,<TO><VB>
to avoid,to to_pos avoid vb,TO VB,<TO><VB>
to balance,to to_pos balance vb,TO VB,<TO><VB>
to be,to to_pos be vb,TO VB,<TO><VB>
to blower,to to_pos blower vb,TO VB,<TO><VB>
to brazil,to to_pos brazil vb,TO VB,<TO><VB>
to bring,to to_pos bring vb,TO VB,<TO><VB>
to c,to to_pos c vb,TO VB,<TO><VB>
to cables,to to_pos cables nns,TO NNS,<TO><NNS>
to carry,to to_pos carry vb,TO VB,<TO><VB>
to change,to to_pos change vb,TO VB,<TO><VB>
to check,to to_pos check vb,TO VB,<TO><VB>
to clean,to to_pos clean vb,TO VB,<TO><VB>
to close,to to_pos close vb,TO VB,<TO><VB>
to come,to to_pos come vb,TO VB,<TO><VB>
to communicate,to to_pos communicate vb,TO VB,<TO><VB>
to complete,to to_pos complete vb,TO VB,<TO><VB>
to confirm,to to_pos confirm vb,TO VB,<TO><VB>
to cr,to to_pos cr vb,TO VB,<TO><VB>
to cut,to to_pos cut vb,TO VB,<TO><VB>
to deck,to to_pos deck vb,TO VB,<TO><VB>
to dislodge,to to_pos dislodge vb,TO VB,<TO><VB>
to do,to to_pos do vb,TO VB,<TO><VB>
to dry,to to_pos dry vb,TO VB,<TO><VB>
to due,to to_pos due vb,TO VB,<TO><VB>
to earth,to to_pos earth vb,TO VB,<TO><VB>
to ensure,to to_pos ensure vb,TO VB,<TO><VB>
to establish,to to_pos establish vb,TO VB,<TO><VB>
to evaporate,to to_pos evaporate vb,TO VB,<TO><VB>
to exterior,to to_pos exterior vb,TO VB,<TO><VB>
to extract,to to_pos extract vb,TO VB,<TO><VB>
to feel,to to_pos feel vb,TO VB,<TO><VB>
to find,to to_pos find vb,TO VB,<TO><VB>
to follow,to to_pos follow vb,TO VB,<TO><VB>
to found,to to_pos found vb,TO VB,<TO><VB>
to ft,to to_pos ft vb,TO VB,<TO><VB>
to function,to to_pos function nn,TO NN,<TO><NN>
to ge,to to_pos ge vb,TO VB,<TO><VB>
to get,to to_pos get vb,TO VB,<TO><VB>
to give,to to_pos give vb,TO VB,<TO><VB>
to globaltech,to to_pos globaltech vb,TO VB,<TO><VB>
to go,to to_pos go vb,TO VB,<TO><VB>
to ground,to to_pos ground nn,TO NN,<TO><NN>
to have,to to_pos have vb,TO VB,<TO><VB>
to heat,to to_pos heat vb,TO VB,<TO><VB>
to heavy,to to_pos heavy vb,TO VB,<TO><VB>
to help,to to_pos help vb,TO VB,<TO><VB>
to hull,to to_pos hull vb,TO VB,<TO><VB>
to identify,to to_pos identify vb,TO VB,<TO><VB>
to impead,to to_pos impead vb,TO VB,<TO><VB>
to impeller,to to_pos impeller vb,TO VB,<TO><VB>
to incorrect,to to_pos incorrect vb,TO VB,<TO><VB>
to inspect,to to_pos inspect vb,TO VB,<TO><VB>
to install,to to_pos install vb,TO VB,<TO><VB>
to insulation,to to_pos insulation nn,TO NN,<TO><NN>
to interior,to to_pos interior vb,TO VB,<TO><VB>
to investigate,to to_pos investigate vb,TO VB,<TO><VB>
to iso,to to_pos iso vb,TO VB,<TO><VB>
to issue,to to_pos issue vb,TO VB,<TO><VB>
to knock,to to_pos knock vb,TO VB,<TO><VB>
to lack,to to_pos lack vb,TO VB,<TO><VB>
to lift,to to_pos lift vb,TO VB,<TO><VB>
to listen,to to_pos listen vb,TO VB,<TO><VB>
to loosen,to to_pos loosen vb,TO VB,<TO><VB>
to lower,to to_pos lower vb,TO VB,<TO><VB>
to ma,to to_pos ma vb,TO VB,<TO><VB>
to made,to to_pos made vb,TO VB,<TO><VB>
to maintain,to to_pos maintain vb,TO VB,<TO><VB>
to make,to to_pos make vb,TO VB,<TO><VB>
to monitor,to to_pos monitor vb,TO VB,<TO><VB>
to motor,to to_pos motor nn,TO NN,<TO><NN>
to motors,to to_pos motors nns,TO NNS,<TO><NNS>
to mp,to to_pos mp vb,TO VB,<TO><VB>
to mud,to to_pos mud vb,TO VB,<TO><VB>
to nonsealed,to to_pos nonsealed vb,TO VB,<TO><VB>
to note,to to_pos note vb,TO VB,<TO><VB>
to nov,to to_pos nov vb,TO VB,<TO><VB>
to oem,to to_pos oem vb,TO VB,<TO><VB>
to om,to to_pos om vb,TO VB,<TO><VB>
to open,to to_pos open vb,TO VB,<TO><VB>
to operate,to to_pos operate vb,TO VB,<TO><VB>
to outside,to to_pos outside vb,TO VB,<TO><VB>
to overwrite,to to_pos overwrite vb,TO VB,<TO><VB>
to perform,to to_pos perform vb,TO VB,<TO><VB>
to performed,to to_pos performed vb,TO VB,<TO><VB>
to pipes,to to_pos pipes vb,TO VB,<TO><VB>
to please,to to_pos please vb,TO VB,<TO><VB>
to pm,to to_pos pm vb,TO VB,<TO><VB>
to precise,to to_pos precise vb,TO VB,<TO><VB>
to prevent,to to_pos prevent vb,TO VB,<TO><VB>
to provide,to to_pos provide vb,TO VB,<TO><VB>
to psi,to to_pos psi vb,TO VB,<TO><VB>
to pull,to to_pos pull vb,TO VB,<TO><VB>
to purchase,to to_pos purchase vb,TO VB,<TO><VB>
to reactivation,to to_pos reactivation nn,TO NN,<TO><NN>
to read,to to_pos read vb,TO VB,<TO><VB>
to record,to to_pos record vb,TO VB,<TO><VB>
to reflect,to to_pos reflect vb,TO VB,<TO><VB>
to relevant,to to_pos relevant vb,TO VB,<TO><VB>
to remove,to to_pos remove vb,TO VB,<TO><VB>
to repair,to to_pos repair vb,TO VB,<TO><VB>
to replace,to to_pos replace vb,TO VB,<TO><VB>
to report,to to_pos report vb,TO VB,<TO><VB>
to request,to to_pos request vb,TO VB,<TO><VB>
to reset,to to_pos reset vb,TO VB,<TO><VB>
to rig,to to_pos rig vb,TO VB,<TO><VB>
to rms,to to_pos rms vb,TO VB,<TO><VB>
to rotate,to to_pos rotate vb,TO VB,<TO><VB>
to rtd,to to_pos rtd vb,TO VB,<TO><VB>
to rubber,to to_pos rubber vb,TO VB,<TO><VB>
to run,to to_pos run vb,TO VB,<TO><VB>
to schedule,to to_pos schedule vb,TO VB,<TO><VB>
to secure,to to_pos secure vb,TO VB,<TO><VB>
