phrases,tagged_phrases,phrases_for_model,phrases_for_model_index,predicted_class,predicted_class_probabilities,indicator_of_score
the dates,the dt dates nns,"['the', 'dt', 'dates', 'nns']","[2, 4375, 1605, 4376]",0,"[0.91477466, 0.13608494, 0.00039458275]",0
the day,the dt day nn,"['the', 'dt', 'day', 'nn']","[2, 4375, 154, 4373]",1,"[0.12363121, 0.69511694, 0.023562223]",0
the days,the dt days nns,"['the', 'dt', 'days', 'nns']","[2, 4375, 347, 4376]",0,"[0.9627718, 0.011111766, 0.00474146]",0
the dcl,the dt dcl nn,"['the', 'dt', 'dcl', 'nn']","[2, 4375, 2218, 4373]",1,"[0.49603632, 0.8402788, 0.00012978911]",0
the decision,the dt decision nn,"['the', 'dt', 'decision', 'nn']","[2, 4375, 788, 4373]",1,"[0.06718242, 0.65676296, 0.10029894]",0
the deck,the dt deck nn,"['the', 'dt', 'deck', 'nn']","[2, 4375, 1132, 4373]",1,"[0.054819643, 0.88951, 0.0314008]",0
the deflection,the dt deflection nn,"['the', 'dt', 'deflection', 'nn']","[2, 4375, 866, 4373]",1,"[0.070749134, 0.6709547, 0.09285182]",0
the derrick,the dt derrick nn,"['the', 'dt', 'derrick', 'nn']","[2, 4375, 1337, 4373]",1,"[0.09033114, 0.9342886, 0.0061134696]",0
the derrickman,the dt derrickman nn,"['the', 'dt', 'derrickman', 'nn']","[2, 4375, 712, 4373]",1,"[0.06301212, 0.6600218, 0.103054136]",0
the derrickmen,the dt derrickmen nns,"['the', 'dt', 'derrickmen', 'nns']","[2, 4375, 2330, 4376]",0,"[0.9581374, 0.13573322, 4.352657e-05]",0
the desecant,the dt desecant nn,"['the', 'dt', 'desecant', 'nn']","[2, 4375, 2905, 4373]",0,"[0.7709896, 0.68804455, 1.269202e-05]",0
the desiccant,the dt desiccant nn,"['the', 'dt', 'desiccant', 'nn']","[2, 4375, 505, 4373]",1,"[0.07488406, 0.7123804, 0.06954169]",0
the desired,the dt desired nn,"['the', 'dt', 'desired', 'nn']","[2, 4375, 3491, 4373]",1,"[0.7016231, 0.73766756, 2.806435e-05]",0
the detail,the dt detail nn,"['the', 'dt', 'detail', 'nn']","[2, 4375, 3606, 4373]",1,"[0.6866492, 0.7538941, 2.8039953e-05]",0
the dfr,the dt dfr nn,"['the', 'dt', 'dfr', 'nn']","[2, 4375, 2483, 4373]",1,"[0.5163971, 0.8331329, 0.00011437622]",0
the di,the dt di nn,"['the', 'dt', 'di', 'nn']","[2, 4375, 1076, 4373]",1,"[0.061233282, 0.9025894, 0.023321658]",0
the diaphragm,the dt diaphragm nn,"['the', 'dt', 'diaphragm', 'nn']","[2, 4375, 1214, 4373]",1,"[0.06014836, 0.92147064, 0.017664462]",0
the diaphram,the dt diaphram nn,"['the', 'dt', 'diaphram', 'nn']","[2, 4375, 1708, 4373]",1,"[0.21146408, 0.9103299, 0.001265198]",0
the differential,the dt differential nn,"['the', 'dt', 'differential', 'nn']","[2, 4375, 180, 4373]",1,"[0.24401224, 0.57479185, 0.0087406635]",0
the din,the dt din nn,"['the', 'dt', 'din', 'nn']","[2, 4375, 1830, 4373]",1,"[0.27192417, 0.89764464, 0.00074595213]",0
the dip,the dt dip nn,"['the', 'dt', 'dip', 'nn']","[2, 4375, 1645, 4373]",1,"[0.09201571, 0.9286417, 0.0069648325]",0
the dipstick,the dt dipstick nn,"['the', 'dt', 'dipstick', 'nn']","[2, 4375, 1190, 4373]",1,"[0.05603665, 0.9094751, 0.02372408]",0
the direct,the dt direct jj,"['the', 'dt', 'direct', 'jj']","[2, 4375, 1587, 4378]",0,"[0.8626375, 0.2936205, 0.0012398064]",0
the direction,the dt direction nn,"['the', 'dt', 'direction', 'nn']","[2, 4375, 2497, 4373]",1,"[0.5957895, 0.80247223, 5.6751105e-05]",0
the dirty,the dt dirty nn,"['the', 'dt', 'dirty', 'nn']","[2, 4375, 1005, 4373]",1,"[0.058701277, 0.8739016, 0.036190122]",0
the disassembly,the dt disassembly nn,"['the', 'dt', 'disassembly', 'nn']","[2, 4375, 2688, 4373]",0,"[0.8180972, 0.64833724, 6.5099007e-06]",0
the discharge,the dt discharge nn,"['the', 'dt', 'discharge', 'nn']","[2, 4375, 64, 4373]",1,"[0.09353161, 0.572013, 0.032251865]",0
the discovery,the dt discovery nn,"['the', 'dt', 'discovery', 'nn']","[2, 4375, 1376, 4373]",1,"[0.0606851, 0.9141029, 0.020550787]",0
the dock,the dt dock nn,"['the', 'dt', 'dock', 'nn']","[2, 4375, 2265, 4373]",1,"[0.6599649, 0.7694019, 3.248559e-05]",0
the door,the dt door nn,"['the', 'dt', 'door', 'nn']","[2, 4375, 1119, 4373]",1,"[0.057269633, 0.8736353, 0.03505543]",0
the doors,the dt doors nns,"['the', 'dt', 'doors', 'nns']","[2, 4375, 1236, 4376]",0,"[0.92503417, 0.055643916, 0.0014958084]",0
the drawing,the dt drawing nn,"['the', 'dt', 'drawing', 'nn']","[2, 4375, 1075, 4373]",1,"[0.063895464, 0.83886725, 0.04433164]",0
the drawings,the dt drawings nns,"['the', 'dt', 'drawings', 'nns']","[2, 4375, 4164, 4376]",0,"[0.99114186, 0.06352705, 7.1259393e-07]",1
the drill,the dt drill nn,"['the', 'dt', 'drill', 'nn']","[2, 4375, 322, 4373]",1,"[0.074177116, 0.58581257, 0.10850707]",0
the driller,the dt driller nn,"['the', 'dt', 'driller', 'nn']","[2, 4375, 804, 4373]",1,"[0.060720503, 0.7456492, 0.07819712]",0
the drilling,the dt drilling nn,"['the', 'dt', 'drilling', 'nn']","[2, 4375, 296, 4373]",1,"[0.079793245, 0.5693193, 0.10504255]",0
the drive,the dt drive nn,"['the', 'dt', 'drive', 'nn']","[2, 4375, 117, 4373]",1,"[0.14097199, 0.36134446, 0.06838477]",0
the drums,the dt drums nns,"['the', 'dt', 'drums', 'nns']","[2, 4375, 853, 4376]",0,"[0.9481622, 0.034779727, 0.0020326376]",0
the eccentric,the dt eccentric nn,"['the', 'dt', 'eccentric', 'nn']","[2, 4375, 272, 4373]",1,"[0.07774007, 0.24200559, 0.21065482]",0
the edge,the dt edge nn,"['the', 'dt', 'edge', 'nn']","[2, 4375, 1520, 4373]",1,"[0.0634554, 0.93088573, 0.013351709]",0
the electrical,the dt electrical jj,"['the', 'dt', 'electrical', 'jj']","[2, 4375, 1054, 4378]",0,"[0.89942384, 0.17406896, 0.0024086833]",0
the electrician,the dt electrician nn,"['the', 'dt', 'electrician', 'nn']","[2, 4375, 1245, 4373]",1,"[0.059526443, 0.9280993, 0.01585558]",0
the electricians,the dt electricians nns,"['the', 'dt', 'electricians', 'nns']","[2, 4375, 1909, 4376]",0,"[0.9408485, 0.1774489, 7.070364e-05]",0
the electronic,the dt electronic jj,"['the', 'dt', 'electronic', 'jj']","[2, 4375, 1927, 4378]",0,"[0.9397511, 0.24155632, 4.5278168e-05]",0
the email,the dt email nn,"['the', 'dt', 'email', 'nn']","[2, 4375, 912, 4373]",1,"[0.06264487, 0.86522627, 0.035670906]",0
the end,the dt end nn,"['the', 'dt', 'end', 'nn']","[2, 4375, 46, 4373]",2,"[0.088320196, 0.04396063, 0.5016033]",0
the enerpac,the dt enerpac nn,"['the', 'dt', 'enerpac', 'nn']","[2, 4375, 1762, 4373]",1,"[0.465476, 0.85635746, 0.00013965368]",0
the equipements,the dt equipements nns,"['the', 'dt', 'equipements', 'nns']","[2, 4375, 2795, 4376]",0,"[0.98332953, 0.09075683, 3.3047504e-06]",0
the equipment,the dt equipment nn,"['the', 'dt', 'equipment', 'nn']","[2, 4375, 80, 4373]",1,"[0.15166628, 0.73948276, 0.010288417]",0
the estop,the dt estop nn,"['the', 'dt', 'estop', 'nn']","[2, 4375, 1474, 4373]",1,"[0.060594887, 0.9317702, 0.014060974]",0
the ets,the dt ets nns,"['the', 'dt', 'ets', 'nns']","[2, 4375, 1676, 4376]",0,"[0.9404584, 0.17134151, 7.889953e-05]",0
the event,the dt event nn,"['the', 'dt', 'event', 'nn']","[2, 4375, 2392, 4373]",0,"[0.7315453, 0.724867, 1.9147115e-05]",0
the exception,the dt exception nn,"['the', 'dt', 'exception', 'nn']","[2, 4375, 1410, 4373]",1,"[0.054372817, 0.9026544, 0.027337104]",0
the expansion,the dt expansion nn,"['the', 'dt', 'expansion', 'nn']","[2, 4375, 467, 4373]",1,"[0.07880455, 0.66087633, 0.08054432]",0
the expenses,the dt expenses nns,"['the', 'dt', 'expenses', 'nns']","[2, 4375, 3099, 4376]",0,"[0.9816616, 0.09070918, 4.999737e-06]",0
the extension,the dt extension nn,"['the', 'dt', 'extension', 'nn']","[2, 4375, 285, 4373]",1,"[0.0853003, 0.51622295, 0.1000655]",0
the extention,the dt extention nn,"['the', 'dt', 'extention', 'nn']","[2, 4375, 1924, 4373]",1,"[0.22241655, 0.9081494, 0.0011790097]",0
the exterior,the dt exterior nn,"['the', 'dt', 'exterior', 'nn']","[2, 4375, 760, 4373]",1,"[0.06376541, 0.6054869, 0.11676526]",0
the f,the dt f nn,"['the', 'dt', 'f', 'nn']","[2, 4375, 128, 4373]",0,"[0.22831267, 0.17392853, 0.083776414]",0
the face,the dt face nn,"['the', 'dt', 'face', 'nn']","[2, 4375, 1419, 4373]",1,"[0.055723846, 0.9207247, 0.019512981]",0
the failed,the dt failed jj,"['the', 'dt', 'failed', 'jj']","[2, 4375, 645, 4378]",0,"[0.9378371, 0.06471914, 0.005536139]",0
the failure,the dt failure nn,"['the', 'dt', 'failure', 'nn']","[2, 4375, 548, 4373]",1,"[0.07316196, 0.6456357, 0.094267905]",0
the failures,the dt failures nns,"['the', 'dt', 'failures', 'nns']","[2, 4375, 1013, 4376]",0,"[0.94328165, 0.038800657, 0.0018445253]",0
the fasteners,the dt fasteners nns,"['the', 'dt', 'fasteners', 'nns']","[2, 4375, 434, 4376]",0,"[0.9541854, 0.0091820955, 0.006905943]",0
the file,the dt file nn,"['the', 'dt', 'file', 'nn']","[2, 4375, 1815, 4373]",1,"[0.39391404, 0.86790717, 0.0003157854]",0
the filer,the dt filer nn,"['the', 'dt', 'filer', 'nn']","[2, 4375, 2866, 4373]",0,"[0.749455, 0.713722, 1.4283678e-05]",0
the filling,the dt filling nn,"['the', 'dt', 'filling', 'nn']","[2, 4375, 1217, 4373]",1,"[0.057403386, 0.92862207, 0.016543388]",0
the filter,the dt filter nn,"['the', 'dt', 'filter', 'nn']","[2, 4375, 56, 4373]",1,"[0.22614965, 0.65983385, 0.0063474774]",0
the filters,the dt filters nns,"['the', 'dt', 'filters', 'nns']","[2, 4375, 281, 4376]",0,"[0.9656651, 0.008662432, 0.004907638]",0
the final,the dt final jj,"['the', 'dt', 'final', 'jj']","[2, 4375, 1635, 4378]",0,"[0.88306916, 0.31104255, 0.00040382147]",0
the findings,the dt findings nns,"['the', 'dt', 'findings', 'nns']","[2, 4375, 615, 4376]",0,"[0.94611686, 0.02365151, 0.0034853816]",0
the fine,the dt fine nn,"['the', 'dt', 'fine', 'nn']","[2, 4375, 685, 4373]",1,"[0.06377745, 0.68526506, 0.096455246]",0
the first,the dt first jj,"['the', 'dt', 'first', 'jj']","[2, 4375, 1184, 4378]",0,"[0.89699537, 0.1750798, 0.0025044084]",0
the fiscal,the dt fiscal jj,"['the', 'dt', 'fiscal', 'jj']","[2, 4375, 2599, 4378]",0,"[0.98252046, 0.10513708, 3.2231908e-06]",0
the fitting,the dt fitting nn,"['the', 'dt', 'fitting', 'nn']","[2, 4375, 646, 4373]",1,"[0.08364287, 0.61049116, 0.09465265]",0
the flang,the dt flang nn,"['the', 'dt', 'flang', 'nn']","[2, 4375, 2715, 4373]",0,"[0.91212875, 0.4890755, 1.7023764e-06]",0
the flange,the dt flange nn,"['the', 'dt', 'flange', 'nn']","[2, 4375, 846, 4373]",1,"[0.062719226, 0.7970221, 0.05729851]",0
the flanges,the dt flanges nns,"['the', 'dt', 'flanges', 'nns']","[2, 4375, 503, 4376]",0,"[0.93088937, 0.014726967, 0.007232547]",0
the flow,the dt flow nn,"['the', 'dt', 'flow', 'nn']","[2, 4375, 570, 4373]",1,"[0.07356587, 0.58027357, 0.11022085]",0
the fluctuation,the dt fluctuation nn,"['the', 'dt', 'fluctuation', 'nn']","[2, 4375, 1656, 4373]",1,"[0.057599694, 0.93025756, 0.015619278]",0
the fluid,the dt fluid nn,"['the', 'dt', 'fluid', 'nn']","[2, 4375, 58, 4373]",2,"[0.036267072, 0.13959533, 0.32624638]",0
the fluke,the dt fluke nn,"['the', 'dt', 'fluke', 'nn']","[2, 4375, 4267, 4373]",0,"[0.8557259, 0.59192365, 4.872074e-06]",0
the flushing,the dt flushing nn,"['the', 'dt', 'flushing', 'nn']","[2, 4375, 289, 4373]",1,"[0.1448898, 0.5524009, 0.037147254]",0
the following,the dt following nn,"['the', 'dt', 'following', 'nn']","[2, 4375, 403, 4373]",1,"[0.077171266, 0.5675003, 0.1031813]",0
the form,the dt form nn,"['the', 'dt', 'form', 'nn']","[2, 4375, 1852, 4373]",1,"[0.13329768, 0.92347586, 0.0032034814]",0
the foundation,the dt foundation nn,"['the', 'dt', 'foundation', 'nn']","[2, 4375, 691, 4373]",1,"[0.07202417, 0.5973317, 0.111546755]",0
the frame,the dt frame nn,"['the', 'dt', 'frame', 'nn']","[2, 4375, 397, 4373]",1,"[0.08784515, 0.7004984, 0.045349747]",0
the full,the dt full jj,"['the', 'dt', 'full', 'jj']","[2, 4375, 288, 4378]",0,"[0.9525942, 0.044216692, 0.0018550158]",0
the function,the dt function nn,"['the', 'dt', 'function', 'nn']","[2, 4375, 343, 4373]",1,"[0.079660565, 0.5773685, 0.099542916]",0
the gasket,the dt gasket nn,"['the', 'dt', 'gasket', 'nn']","[2, 4375, 83, 4373]",1,"[0.01273042, 0.8265456, 0.012933105]",0
the gaskets,the dt gaskets nns,"['the', 'dt', 'gaskets', 'nns']","[2, 4375, 234, 4376]",0,"[0.95570076, 0.010600865, 0.004977733]",0
the gauge,the dt gauge nn,"['the', 'dt', 'gauge', 'nn']","[2, 4375, 231, 4373]",1,"[0.10968691, 0.60554, 0.059254467]",0
the gauges,the dt gauges nns,"['the', 'dt', 'gauges', 'nns']","[2, 4375, 299, 4376]",0,"[0.9700859, 0.008772671, 0.0043892264]",0
the gear,the dt gear nn,"['the', 'dt', 'gear', 'nn']","[2, 4375, 102, 4373]",1,"[0.1447832, 0.32769954, 0.07893494]",0
the gears,the dt gears nns,"['the', 'dt', 'gears', 'nns']","[2, 4375, 668, 4376]",0,"[0.95979524, 0.014541835, 0.0037229955]",0
the generator,the dt generator nn,"['the', 'dt', 'generator', 'nn']","[2, 4375, 1910, 4373]",1,"[0.20155862, 0.9098871, 0.0015327036]",0
the glass,the dt glass nn,"['the', 'dt', 'glass', 'nn']","[2, 4375, 1058, 4373]",1,"[0.059466332, 0.88879037, 0.029168755]",0
the grease,the dt grease nn,"['the', 'dt', 'grease', 'nn']","[2, 4375, 201, 4373]",1,"[0.109517455, 0.52811724, 0.076260984]",0
the grey,the dt grey nn,"['the', 'dt', 'grey', 'nn']","[2, 4375, 3039, 4373]",0,"[0.85200644, 0.5987008, 4.7355115e-06]",0
the ground,the dt ground nn,"['the', 'dt', 'ground', 'nn']","[2, 4375, 2007, 4373]",1,"[0.65456766, 0.7747301, 3.5680823e-05]",0
the guages,the dt guages nns,"['the', 'dt', 'guages', 'nns']","[2, 4375, 1199, 4376]",0,"[0.91274333, 0.093676895, 0.0008661747]",0
the guard,the dt guard nn,"['the', 'dt', 'guard', 'nn']","[2, 4375, 317, 4373]",1,"[0.08765969, 0.55671704, 0.06896767]",0
the guards,the dt guards nns,"['the', 'dt', 'guards', 'nns']","[2, 4375, 457, 4376]",0,"[0.95079064, 0.012663543, 0.006067276]",0
the gulf,the dt gulf nn,"['the', 'dt', 'gulf', 'nn']","[2, 4375, 3052, 4373]",0,"[0.8552773, 0.59058917, 4.821461e-06]",0
the guts,the dt guts nns,"['the', 'dt', 'guts', 'nns']","[2, 4375, 1412, 4376]",0,"[0.9101869, 0.11906555, 0.0005887449]",0
the guys,the dt guys nns,"['the', 'dt', 'guys', 'nns']","[2, 4375, 1239, 4376]",0,"[0.91804314, 0.07860869, 0.001070857]",0
the hall,the dt hall nn,"['the', 'dt', 'hall', 'nn']","[2, 4375, 3040, 4373]",0,"[0.8752347, 0.55446756, 4.130225e-06]",0
the hardware,the dt hardware nn,"['the', 'dt', 'hardware', 'nn']","[2, 4375, 1870, 4373]",1,"[0.3873629, 0.8767711, 0.00030988455]",0
the hash,the dt hash nn,"['the', 'dt', 'hash', 'nn']","[2, 4375, 4320, 4373]",0,"[0.78511167, 0.6847658, 1.0380088e-05]",0
the heads,the dt heads nns,"['the', 'dt', 'heads', 'nns']","[2, 4375, 991, 4376]",0,"[0.9359698, 0.042114913, 0.0019396842]",0
the heat,the dt heat nn,"['the', 'dt', 'heat', 'nn']","[2, 4375, 387, 4373]",1,"[0.073192865, 0.55615896, 0.109859645]",0
the hi,the dt hi nn,"['the', 'dt', 'hi', 'nn']","[2, 4375, 1684, 4373]",1,"[0.21452859, 0.9116529, 0.0012216568]",0
the high,the dt high jj,"['the', 'dt', 'high', 'jj']","[2, 4375, 219, 4378]",0,"[0.9532459, 0.04857385, 0.002221495]",0
the hitch,the dt hitch nn,"['the', 'dt', 'hitch', 'nn']","[2, 4375, 2475, 4373]",0,"[0.8034869, 0.654468, 9.056126e-06]",0
the hmis,the dt hmis nn,"['the', 'dt', 'hmis', 'nn']","[2, 4375, 3915, 4373]",0,"[0.8848134, 0.54510057, 2.940144e-06]",0
the hold,the dt hold nn,"['the', 'dt', 'hold', 'nn']","[2, 4375, 250, 4373]",1,"[0.112969786, 0.39130163, 0.07988903]",0
the hole,the dt hole nn,"['the', 'dt', 'hole', 'nn']","[2, 4375, 538, 4373]",1,"[0.06796029, 0.6619241, 0.08786526]",0
the holes,the dt holes nns,"['the', 'dt', 'holes', 'nns']","[2, 4375, 172, 4376]",0,"[0.8301587, 0.0081472695, 0.022227079]",0
the hose,the dt hose nn,"['the', 'dt', 'hose', 'nn']","[2, 4375, 287, 4373]",1,"[0.10550141, 0.5878387, 0.0652293]",0
the hoses,the dt hoses nns,"['the', 'dt', 'hoses', 'nns']","[2, 4375, 373, 4376]",0,"[0.96350217, 0.008460283, 0.0055674314]",0
the hour,the dt hour nn,"['the', 'dt', 'hour', 'nn']","[2, 4375, 981, 4373]",1,"[0.059889197, 0.8226769, 0.050311297]",0
the hours,the dt hours nns,"['the', 'dt', 'hours', 'nns']","[2, 4375, 291, 4376]",0,"[0.964522, 0.010502934, 0.004832238]",0
the housing,the dt housing nn,"['the', 'dt', 'housing', 'nn']","[2, 4375, 263, 4373]",1,"[0.106711626, 0.5668917, 0.057601452]",0
the hp,the dt hp nn,"['the', 'dt', 'hp', 'nn']","[2, 4375, 702, 4373]",1,"[0.07300475, 0.7625949, 0.05471185]",0
the hrs,the dt hrs nn,"['the', 'dt', 'hrs', 'nn']","[2, 4375, 638, 4373]",1,"[0.057686955, 0.6756481, 0.10394302]",0
the hydra,the dt hydra nn,"['the', 'dt', 'hydra', 'nn']","[2, 4375, 2567, 4373]",1,"[0.4524187, 0.85382736, 0.00018802285]",0
the hydraulic,the dt hydraulic nn,"['the', 'dt', 'hydraulic', 'nn']","[2, 4375, 574, 4373]",1,"[0.08506405, 0.59311366, 0.09849048]",0
the ibop,the dt ibop nn,"['the', 'dt', 'ibop', 'nn']","[2, 4375, 573, 4373]",1,"[0.06856573, 0.6096258, 0.11055651]",0
the ics,the dt ics nns,"['the', 'dt', 'ics', 'nns']","[2, 4375, 729, 4376]",0,"[0.94573057, 0.04513344, 0.0015304089]",0
the id,the dt id nn,"['the', 'dt', 'id', 'nn']","[2, 4375, 3286, 4373]",0,"[0.76834553, 0.703159, 1.138666e-05]",0
the identification,the dt identification nn,"['the', 'dt', 'identification', 'nn']","[2, 4375, 3540, 4373]",0,"[0.75663006, 0.6988323, 1.5871366e-05]",0
the impeller,the dt impeller nn,"['the', 'dt', 'impeller', 'nn']","[2, 4375, 1229, 4373]",1,"[0.06255981, 0.89753073, 0.025674969]",0
the inbetween,the dt inbetween nn,"['the', 'dt', 'inbetween', 'nn']","[2, 4375, 4179, 4373]",0,"[0.83880246, 0.6140566, 5.8807454e-06]",0
the inboard,the dt inboard nn,"['the', 'dt', 'inboard', 'nn']","[2, 4375, 2242, 4373]",1,"[0.56809515, 0.81877136, 6.551364e-05]",0
the individual,the dt individual nn,"['the', 'dt', 'individual', 'nn']","[2, 4375, 3425, 4373]",0,"[0.7417793, 0.71237123, 1.7358641e-05]",0
the info,the dt info nn,"['the', 'dt', 'info', 'nn']","[2, 4375, 1265, 4373]",1,"[0.053980112, 0.92557013, 0.018372267]",0
the infor,the dt infor nn,"['the', 'dt', 'infor', 'nn']","[2, 4375, 3190, 4373]",0,"[0.8116307, 0.6535276, 8.111877e-06]",0
the information,the dt information nn,"['the', 'dt', 'information', 'nn']","[2, 4375, 1185, 4373]",1,"[0.058039725, 0.90290403, 0.025362134]",0
the inlet,the dt inlet nn,"['the', 'dt', 'inlet', 'nn']","[2, 4375, 448, 4373]",1,"[0.08708459, 0.5744161, 0.09748882]",0
the insert,the dt insert nn,"['the', 'dt', 'insert', 'nn']","[2, 4375, 309, 4373]",1,"[0.12669629, 0.61312693, 0.017186195]",0
the inside,the dt inside nn,"['the', 'dt', 'inside', 'nn']","[2, 4375, 462, 4373]",1,"[0.069088995, 0.5921269, 0.1094318]",0
the inspection,the dt inspection nn,"['the', 'dt', 'inspection', 'nn']","[2, 4375, 35, 4373]",1,"[0.12801626, 0.33813617, 0.09104052]",0
the inspections,the dt inspections nns,"['the', 'dt', 'inspections', 'nns']","[2, 4375, 494, 4376]",0,"[0.9552715, 0.010799408, 0.0063593984]",0
the inspector,the dt inspector nn,"['the', 'dt', 'inspector', 'nn']","[2, 4375, 1066, 4373]",1,"[0.05867496, 0.9199656, 0.018968403]",0
the install,the dt install nn,"['the', 'dt', 'install', 'nn']","[2, 4375, 369, 4373]",1,"[0.073645055, 0.6144907, 0.09354815]",0
the installation,the dt installation nn,"['the', 'dt', 'installation', 'nn']","[2, 4375, 886, 4373]",1,"[0.059598595, 0.85586065, 0.040026605]",0
the installlation,the dt installlation nn,"['the', 'dt', 'installlation', 'nn']","[2, 4375, 2589, 4373]",0,"[0.8317568, 0.6271887, 6.2412196e-06]",0
the instructions,the dt instructions nns,"['the', 'dt', 'instructions', 'nns']","[2, 4375, 509, 4376]",0,"[0.95078534, 0.014554054, 0.0055918694]",0
the integrity,the dt integrity nn,"['the', 'dt', 'integrity', 'nn']","[2, 4375, 1655, 4373]",1,"[0.054833204, 0.9259226, 0.017777383]",0
the intended,the dt intended jj,"['the', 'dt', 'intended', 'jj']","[2, 4375, 1499, 4378]",0,"[0.8899627, 0.31432807, 0.0002925694]",0
the interior,the dt interior nn,"['the', 'dt', 'interior', 'nn']","[2, 4375, 822, 4373]",1,"[0.06022182, 0.6375759, 0.11282274]",0
the intermediate,the dt intermediate nn,"['the', 'dt', 'intermediate', 'nn']","[2, 4375, 135, 4373]",1,"[0.12576675, 0.4603073, 0.044228315]",0
the internal,the dt internal jj,"['the', 'dt', 'internal', 'jj']","[2, 4375, 790, 4378]",0,"[0.9250405, 0.08163002, 0.00537768]",0
the investigation,the dt investigation nn,"['the', 'dt', 'investigation', 'nn']","[2, 4375, 1138, 4373]",1,"[0.06566447, 0.87090445, 0.032807738]",0
the isolation,the dt isolation nn,"['the', 'dt', 'isolation', 'nn']","[2, 4375, 378, 4373]",1,"[0.09037313, 0.61979944, 0.0807834]",0
the issue,the dt issue nn,"['the', 'dt', 'issue', 'nn']","[2, 4375, 306, 4373]",1,"[0.07778305, 0.57109463, 0.09982103]",0
the item,the dt item nn,"['the', 'dt', 'item', 'nn']","[2, 4375, 630, 4373]",1,"[0.07589021, 0.639683, 0.096794665]",0
the items,the dt items nns,"['the', 'dt', 'items', 'nns']","[2, 4375, 577, 4376]",0,"[0.95538366, 0.015592933, 0.0041855276]",0
the jack,the dt jack nn,"['the', 'dt', 'jack', 'nn']","[2, 4375, 683, 4373]",1,"[0.06529361, 0.6783522, 0.092038035]",0
the jacking,the dt jacking nn,"['the', 'dt', 'jacking', 'nn']","[2, 4375, 1828, 4373]",1,"[0.20075217, 0.9166119, 0.0013112724]",0
the jib,the dt jib nn,"['the', 'dt', 'jib', 'nn']","[2, 4375, 1157, 4373]",1,"[0.05663064, 0.8876955, 0.031067133]",0
the job,the dt job nn,"['the', 'dt', 'job', 'nn']","[2, 4375, 31, 4373]",1,"[0.03856927, 0.97787905, 0.0028806627]",0
the jobs,the dt jobs nns,"['the', 'dt', 'jobs', 'nns']","[2, 4375, 1016, 4376]",0,"[0.9342654, 0.051153243, 0.0013607144]",0
