DocNO,id,SENTIMENT,SENTENCES
2.64E+17,397988692,positive,Bright Side Of The Sun - Recapping the Recaps: See what others said about the Suns loss to Warriors #suns http://t.co/task3tEk
2.64E+17,339102043,positive,"The Marching Band is playing the 3rd Quarter dance song right now and I can hear it from my class. I gotta do it, can't stop..."
2.63E+17,281239249,positive,"Tomorrow, Okami will be released on PSN in HD. Can't wait to play it again! To me, it's one of the greatest games ever made! #okami #clover"
2.64E+17,491714558,positive,Tennessee is going to kill troy on Saturday!
2.49E+17,413211241,neutral,Playing with Fluke tomorrow night in The Sailors Return. #Weymouth. #live gig.
2.59E+17,11672562,positive,I'm hooked on horse racing..I've been to the Del Mar Racetrack in San Diego..and now I wanna go to the Kentucky Derby..
2.46E+17,79258361,positive,"On June 29, Andrew Breitbart offered a $100,000 reward to anyone for the ""full 'JournoList' archive, source fully protected""."
2.64E+17,18307528,positive,Tomorrow night it's your chance to slay a dragon in Jerusalem's Old City! http://t.co/GDyXDvk8
2.37E+17,180479383,negative,That girl Rhonda Rousey is BAD. And she's got 6 Ws all by way of 6 1st rd arm bars. #BadAss
1.77E+17,85352200,positive,"Premier League Team of the Week: Van Persie makes cut for 10th time this season as Szczesny, Evans & Ashley Young star http://t.co/fVt3OB1Y"
2.63E+17,230960364,positive,First game of the season for the Lakers tomorrow #cantwait
2.61E+17,145972700,positive,"@andiweimann i hope you start on Saturday , no coincidence our best performances of the season Vs Swansea &amp; NUFC you started. #AVFC #UTV"
2.51E+17,48765071,positive,$150 for George Strait in March at the Houston Rodeo?! looks like i need to start saving! :)
2.60E+17,558570297,positive,"Can't wait for tomorrow. Nervous but excited. Colo, Taylor and Krul all back. How's the Mackem slayor feeling?"
2.62E+17,321973006,positive,"In rugby news, @BasRFC are winning 26-5 at Cobham, with the four-try bonus point in the bag. See The Monday Gazette for a full report."
2.44E+17,15696616,positive,Be sure to watch the broadcast premiere of the official 2012 Iditarod Race documentary - Sunday 6-8pm. http://t.co/M5Nm7VJj
2.63E+17,164553415,positive,"New listing coming in Laguna Hills, CA! 5 bed plus bonus room, pool, 3 car garage...to hit the market officially tomorrow!"
2.64E+17,291282792,negative,"2nd  Zen Dixie! If you don't read &amp; share, God will kill a baby kitten. I will haunt you w/  redundancies &amp; bad puns. http://t.co/tU4iFLqG"
2.64E+17,887901084,negative,"Ugh had ISS today , gonna have it tomorrow too -_- #gay"
2.59E+17,277276322,positive,Plant City is babysitting NYC palm trees for the winter. Crap like this cracks me up! http://t.co/BmJAFvCA
2.37E+17,329972733,positive,Sunday night lounging! Jett Lounge is the destination! Big LEO celebration! Everybody free all night! Pool t http://t.co/d2GiHl6O
2.63E+17,197076480,negative,SimCity delayed it's availability http://t.co/UNGAQdaO
2.60E+17,283620540,positive,Turns out Saturday's match at White Hart Lane was Ramires' 100th for the club. That's a big milestone.
2.59E+17,19795883,positive,"Mark Martin's the 1st to crack 191 mph, and now leads a MWR 1-2 (Bowyer 2nd) and Toyota 1-2-3 (Kyle 3rd) after 36 cars. #NASCAR"
2.62E+17,137667661,negative,"Correction @BaltCoPS Marching Band is cancelled tomorrow, why in the world wld we think they had common sense to cancel school so early duh!"
2.61E+17,521255610,positive,Happy Bday Big Boss!!!! @ChelseaIndo Happy Birthday Roman Abramovich (24 October 1966) Wish you all the best :)) #CFC http://t.co/dN9a07Rb
2.64E+17,49009971,positive,"@oomzee just realized i had 400 credits on my acc left, got one pack nothing in it but a free pack with it, di maria 2nd pack :)"
2.61E+17,32863197,positive,Babysitting all day tonight... blahhh.. but cant wait for Friday!! Club Pulse baby!!!! Whoot Whoot!!!!
2.27E+17,311538567,positive,Open Lobby was fun today... Hopefully it'll be cool tomorrow too.
2.61E+17,474646114,positive,Happy birthday Roman Abramovich (24 October 1966) &gt;&gt; Keep the blue flag flying high &lt;3
2.64E+17,280053148,negative,can't wait until saturday morning when im at work at 5am unloading the freight and i have maria on my ass behind me with the mop and broom
2.59E+17,15428966,positive,So proud of the ladies from MY family group from Kremlin today who placed 3rd at the j-high state cross country meet! So proud of ya ladies!
2.64E+17,413027103,negative,"If the world ends in December, I'mma find Justin Beiber and castrate him before I die."
2.63E+17,630314862,positive,"Jose Mourinho: ""We want to win the playoff, and if we win tomorrow, that's best"" #HalaMadrid"
2.56E+17,478270307,negative,@bhhopppps_24 and I'll pull out the Kentucky Derby  picture from 9th grade. #blackmail
1.75E+17,117587244,positive,@Bieberbucks: March 1st is National Bieber Day! Wooohoooo! :) [Like it? http://t.co/vhccymul ]
2.63E+17,22274950,positive,Happy 4th Birthday to Mersey! Celebrating with a new squeaky ball... My ears are not celebrating. http://t.co/hkG53dRJ
2.23E+17,19372014,negative,"Badly judged joke from Herring. Joke may not ""be about rape"" but reference to Rohypnol always evocative of such, no matter the intent."
2.54E+17,21910310,positive,"Aaah, just got Silent House in the post!! :D Gonna wait to watch it until tomorrow or Sunday though!"
2.62E+17,369856696,positive,Iguana in the desert. No shade. The sun is high in the sky. He can handle it. Don't bet against him.
2.44E+17,152640267,negative,#youtubepolitics This is such BS.I may not make it to watch Bill Clinton lay one on Fluke!
2.63E+17,14675745,negative,"Without Carl Nicks, Bucs to shuffle O-line: Some major news out of the Tampa Bay Buccaneers on Tuesday afternoon... http://t.co/jAXDgq0P"
2.53E+17,31155225,negative,@usnews http://t.co/QEsN5NDJ  Too bad Mort Zuckerman does not believe in the 1st amendment NYDN website evil
2.64E+17,49917290,negative,@qweenrobin Well Tuesday is a busy TV night state-side. I'm still not done with the latest ep of Hart of Dixie!
2.61E+17,39671383,positive,"GUYS! I found it! It was JIM HENSON and FRANK OZ in 1st season of SNL doing ""The Land of Gorch"" ...statue was called ""The Mighty Favog"""
2.27E+17,276571029,negative,@StevieRyan I miss sunday nights where Mob wives came on then Stevie Tv would. Now I gotta put up with this Chicago Bullshit and NO StevieTv
2.52E+17,184270826,positive,Let our Nov.6 vote be in Andrew Breitbart's name.  Let's show he DID NOT die in vain!   A vote for Romney=a vote for Andrew
2.64E+17,514439234,positive,Who wants to party with Tay and I Saturday night in Troy?! ;) for real though.....
2.27E+17,612263354,neutral,5. Di Java Jazz tahun berapa Alex dan Beno berjumpa for the 1st time? #DIVORtrivia
2.56E+17,140156243,positive,Cliff Avril says he's feeling fine following the bye. Said he thought he would have played had the Lions had a game Sun.
2.49E+17,337636976,positive,"And its finally here, Strawberry festival today 9-5 and tomorrow 10-4, thank you God for the answered prayer of no rain!!"
2.59E+17,58431354,positive,Headed to McAdory High to speak to the football team. Get these boys ready so they can straight boom on Brookwood tomorrow night #LehGo
2.63E+17,31179339,negative,Damn Drexel and Penn have canceled classes for Monday and Tuesday due to the hurricane.
2.37E+17,85907701,negative,Premier League Team done ready for tomorrow. Bit of a risky tactic that might backfire in week 1! Now to get ready for NFL FF draft tonight
2.39E+17,353242188,positive,"7:23 a young savage named suadonte wright was born , I love you baby &amp; may your soul rest&lt;3333 I miss you donnnn !"
2.01E+17,185243427,negative,Fan hit flush on the head by Harris English wayward drive on 1st. Lots of blood #hadtohurt #shoutfore #players
2.62E+17,25638343,positive,"If you're ever having a bad day watch Too Cute on Animal Planet. It's all about the 1st few weeks 4 baby animals, mostly puppies &amp; kittens."
2.64E+17,249022239,negative,Anyone who Talks shit about the Lakers tomorrow at school and i will make sure i hit u as hard as i possibly can
2.36E+17,564923078,neutral,Just delivered  a speech on IEBC preparedness for the March Election at ICJ conference at Mombasa Continental
2.52E+17,18770239,negative,"Martin Atkinson is referee tomorrow. If you don't remember, he's the one who ""missed"" Balotelli's shocking tackle on Song."
2.56E+17,21718577,positive,Maino and the mafia love at #infinity tomorrow for #hustlehardwednesdays w/ @djjstar @djfirstchoice @djself  http://t.co/ft1QOOGx
2.59E+17,250195796,positive,@Kirsty_182 my older brother is going to see Tenacious D on Sunday and Dave Grohl is going to be playing the drums there!!!!!!!
2.64E+17,339210742,negative,@TRX450R I'm not sure I'm going to Brownsville tomorrow
2.54E+17,20298144,negative,Silent House may be one of the worst movies ever.
2.52E+17,318330178,neutral,"Now: ""There's only one Roger Johnson"" to Winter Wonderland. But now a Wed corner...which ends with Mattock rifling high into the South Bank."
2.23E+17,19503863,positive,West Yorkshire Police &amp; CPS have advised Danny Care he will not be charged in relation to alleged sexual assault in Leeds on March 3.
2.13E+17,408515870,negative,I rate Lee Dickson but Danny Care has to be on the bench sat for the 2nd test 60 mins with tired legs he will be dangerous #rugby #saeng
2.63E+17,23702012,positive,Ranked 2nd in the BCS! Which is pretty much first because Bama isn't even real. Just another great day to be a Wildcat.
2.34E+17,325376539,positive,@NEstaCKs it will be good for hoop so get ready dec .25 u kno we will c LAKERS vs Heat
2.38E+17,556159172,neutral,"GBU PM ready for reply on coal blocks: Congress: New Delhi, Aug 22 (IANS) With the Bharatiya Janata Party (BJP)... http://t.co/Nf9Nqdaa"
2.64E+17,365870402,positive,@robyn_bryant well its my favorite 4th doctor story and its written by Douglas Adams. And if youve ever read the 1st Dirk Gently book (1of2)
2.10E+17,14275624,neutral,EA #E3 News you may have missed: SimCity  confirmed for Feb 2013 &amp; SimCity Social for Facebook; Crysis 3 Feb 2013 release &lt;c&gt;
2.56E+17,404829132,positive,See you guys tomorrow at SM STA. ROSA! I'll be performing for SM Cyberzone grand launch event :)
2.58E+17,846602677,positive,"October 22 .. See you @ SM Bacolod ! :""&gt;  See you there SweeT Heart! &lt;3"
2.61E+17,485901139,positive,@tombraider I'm awake! I love the cover of the new Tomb Raider! Can't wait till March 5th!
2.49E+17,413661267,negative,Kinda pissed that I just found out that Breakout Kings got cancelled in may #taptotweet
2.51E+17,19985591,positive,#NowPlaying Wrecking Ball - Aubrey O'Day http://t.co/O518XTXx via @VEVO @ it's here!!!!! Her 1st Solo video
2.57E+17,37398079,positive,"Gonna be at SM Sta. Rosa today 4pm with Krissy &amp; October 17 with Jasmine Curtis, Khalil Ramos &amp; Enrique Gil @ MOA See youuuu"
2.15E+17,18009951,negative,@desboobs Breakout Kings went downhill when they killed the black dude first ep of the 2nd season.
2.64E+17,213065785,negative,"Anybody want 2 tickets to Jack White tomorrow at Ally Pally? Stuck in Matlock, can't make it. Contact me!"
1.77E+17,224532610,negative,Well this may not sound nice but it's true that Runako Morton would have never trend in twitter in his lifetime :P ..... R.I.P. young man :(
2.53E+17,567817247,negative,"Just to be sure. Tomorrow is America Day, right? Because I don't wanna be the redneck in a sea of gods"
2.27E+17,113880614,positive,@vegan_punk Ayup! Hope alls okay. We're heading Chesters on Sat if you guys are free and fancy meeting for some lunch? No probs...
2.59E+17,17644917,neutral,"Confirmed: Ice Cream Sandwich finally coming to the Droid Bionic tomorrow, October 19th http://t.co/oQPagEhS #OMGDroid"
2.44E+17,330837018,positive,@ksiggystyle91 Good. Going to the fair to get an autograph from Miesha Tate tomorrow.
2.64E+17,144271076,neutral,Open source misconceptions fading: IT Web: South Africa may be up to five years behind the rest of the wo... http://t.co/kZC3jZJ4 #linux
2.63E+17,619002667,neutral,@NDTVProfit 1st is how reduce clout of RELIANCE in the Govt's pricing of LPG and other fuels.
2.64E+17,29400464,negative,"@AlexAndHisPants Revelations is the 2nd worst (1 was the worst) but III, for mine, is above I just because lots to do + naval battles"
2.57E+17,13583852,positive,Mark Martin winning the The No Bull Million during the Coca-Cola 600 were the 2nd most compelling set of laps I've yet seen. #nascar #NSCS
2.49E+17,186684709,neutral,"Now that I think about it, the rams looked like Gregg Williams was their DC last Sunday. I know how much the @nfl like Williams."
2.08E+17,415482174,positive,Check out the amazing World Music Festival organized for the 7th consecutive year by Rialto theatre in Limassol! http://t.co/P6g01OwK
2.56E+17,250398275,negative,Maino thinks I'm really going to this 2 hour tomorrow.. I'm not going! I. don't. give. a. fuck!
2.63E+17,175281436,positive,"Mark your calendars ladies: Luke Bryan will be at the Houston Rodeo March 16th, Then George the 17th!! @sarbeco @A_Festervan @KristenKLee"
2.64E+17,16192277,positive,Big day out on 10Nov @QUOZhappens. Gallery hopping/talks/guided tours &amp; more. My list of must see galleries/events   http://t.co/jPD62NeB
2.24E+17,14469058,neutral,"I went to the Marijuana March, but I do not remember what happened there."
2.37E+17,27962225,positive,Rhonda Rousey is too good! 6 wins in the first round by arm bar. She may not be beaten!
2.56E+17,523957794,negative,@BeingSelfMadee Man I'm thinking as hard as a 12 inch dick on a Saturday morning that has to pee as bad a race horse at the Kentucky derby
2.32E+17,728407434,positive,Don't forget to drop by the Barbican Centre's Conservatory tomorrow for our annual Summer Reading Challenge event! Ages 4-11  2-4PM FREE!
